group,variable,value
A,v40,18
B,v40,15
C,v40,37
D,v40,23
E,v40,22
F,v40,24
G,v40,36
H,v40,23
I,v40,49
J,v40,29
A,v39,21
B,v39,54
C,v39,24
D,v39,33
E,v39,20
F,v39,23
G,v39,30
H,v39,35
I,v39,25
J,v39,20
A,v38,24
B,v38,28
C,v38,22
D,v38,20
E,v38,26
F,v38,33
G,v38,62
H,v38,40
I,v38,21
J,v38,26
A,v37,31
B,v37,23
C,v37,38
D,v37,27
E,v37,31
F,v37,24
G,v37,27
H,v37,20
I,v37,34
J,v37,39
A,v36,18
B,v36,36
C,v36,22
D,v36,24
E,v36,30
F,v36,35
G,v36,15
H,v36,34
I,v36,25
J,v36,36
A,v35,23
B,v35,23
C,v35,32
D,v35,47
E,v35,27
F,v35,31
G,v35,22
H,v35,26
I,v35,33
J,v35,30
A,v34,28
B,v34,27
C,v34,22
D,v34,22
E,v34,50
F,v34,17
G,v34,23
H,v34,22
I,v34,28
J,v34,28
A,v33,50
B,v33,28
C,v33,21
D,v33,30
E,v33,36
F,v33,25
G,v33,20
H,v33,24
I,v33,68
J,v33,31
A,v32,21
B,v32,31
C,v32,28
D,v32,25
E,v32,70
F,v32,21
G,v32,23
H,v32,26
I,v32,17
J,v32,27
A,v31,28
B,v31,19
C,v31,24
D,v31,18
E,v31,27
F,v31,23
G,v31,20
H,v31,22
I,v31,26
J,v31,32
A,v30,42
B,v30,37
C,v30,27
D,v30,21
E,v30,32
F,v30,66
G,v30,27
H,v30,31
I,v30,26
J,v30,29
