group,variable,value
A,v40,21
B,v40,30
C,v40,21
D,v40,16
E,v40,40
F,v40,24
G,v40,39
H,v40,27
I,v40,31
J,v40,17
A,v39,20
B,v39,20
C,v39,52
D,v39,54
E,v39,19
F,v39,43
G,v39,27
H,v39,45
I,v39,32
J,v39,30
A,v38,23
B,v38,34
C,v38,25
D,v38,25
E,v38,57
F,v38,20
G,v38,36
H,v38,26
I,v38,38
J,v38,46
A,v37,23
B,v37,17
C,v37,54
D,v37,20
E,v37,25
F,v37,18
G,v37,20
H,v37,32
I,v37,28
J,v37,29
A,v36,34
B,v36,22
C,v36,32
D,v36,22
E,v36,19
F,v36,41
G,v36,24
H,v36,30
I,v36,40
J,v36,26
A,v35,26
B,v35,21
C,v35,22
D,v35,42
E,v35,19
F,v35,23
G,v35,20
H,v35,17
I,v35,32
J,v35,40
A,v34,43
B,v34,42
C,v34,20
D,v34,22
E,v34,24
F,v34,20
G,v34,17
H,v34,17
I,v34,23
J,v34,38
A,v33,23
B,v33,24
C,v33,24
D,v33,31
E,v33,29
F,v33,38
G,v33,29
H,v33,36
I,v33,44
J,v33,32
A,v32,25
B,v32,32
C,v32,21
D,v32,18
E,v32,20
F,v32,24
G,v32,22
H,v32,30
I,v32,21
J,v32,56
A,v31,23
B,v31,23
C,v31,30
D,v31,20
E,v31,28
F,v31,70
G,v31,45
H,v31,41
I,v31,35
J,v31,28
A,v30,59
B,v30,21
C,v30,31
D,v30,23
E,v30,28
F,v30,22
G,v30,31
H,v30,32
I,v30,34
J,v30,20
A,v29,25
B,v29,20
C,v29,38
D,v29,36
E,v29,27
F,v29,37
G,v29,35
H,v29,27
I,v29,22
J,v29,16
A,v28,24
B,v28,16
C,v28,24
D,v28,16
E,v28,31
F,v28,20
G,v28,20
H,v28,22
I,v28,27
J,v28,29
A,v27,32
B,v27,56
C,v27,32
D,v27,29
E,v27,26
F,v27,27
G,v27,39
H,v27,24
I,v27,32
J,v27,36
A,v26,36
B,v26,24
C,v26,28
D,v26,20
E,v26,29
F,v26,19
G,v26,22
H,v26,23
