group,variable,value
A,v40,28
B,v40,25
C,v40,39
D,v40,48
E,v40,25
F,v40,25
G,v40,29
H,v40,14
I,v40,24
J,v40,33
A,v39,28
B,v39,20
C,v39,27
D,v39,18
E,v39,36
F,v39,40
G,v39,19
H,v39,23
I,v39,26
J,v39,27
A,v38,25
B,v38,20
C,v38,19
D,v38,23
E,v38,18
F,v38,52
G,v38,24
H,v38,27
I,v38,24
J,v38,33
A,v37,25
B,v37,32
C,v37,19
D,v37,23
E,v37,16
F,v37,27
G,v37,42
H,v37,22
I,v37,38
J,v37,26
A,v36,42
B,v36,18
C,v36,18
D,v36,33
E,v36,17
F,v36,32
G,v36,28
H,v36,22
I,v36,34
J,v36,31
A,v35,36
B,v35,27
C,v35,33
D,v35,28
E,v35,21
F,v35,38
G,v35,25
H,v35,24
I,v35,32
J,v35,26
A,v34,21
B,v34,53
C,v34,17
D,v34,23
E,v34,23
F,v34,25
G,v34,19
H,v34,28
I,v34,23
J,v34,20
A,v33,22
B,v33,31
C,v33,34
D,v33,26
E,v33,54
F,v33,20
G,v33,19
H,v33,24
I,v33,41
J,v33,30
A,v32,27
B,v32,49
C,v32,19
D,v32,40
E,v32,17
F,v32,24
G,v32,53
H,v32,36
I,v32,26
J,v32,20
A,v31,19
B,v31,37
C,v31,48
D,v31,33
E,v31,17
F,v31,20
G,v31,27
H,v31,36
I,v31,33
J,v31,30
