group,variable,value
A,v40,30
B,v40,36
C,v40,44
D,v40,36
E,v40,25
F,v40,25
G,v40,31
H,v40,31
I,v40,32
J,v40,23
A,v39,27
B,v39,26
C,v39,21
D,v39,19
E,v39,24
F,v39,19
G,v39,32
H,v39,20
I,v39,32
J,v39,27
A,v38,24
B,v38,23
C,v38,36
D,v38,30
E,v38,27
F,v38,24
G,v38,24
H,v38,30
I,v38,18
J,v38,22
A,v37,27
B,v37,24
C,v37,26
D,v37,24
E,v37,17
F,v37,17
G,v37,20
H,v37,36
I,v37,26
J,v37,18
A,v36,36
B,v36,26
C,v36,41
D,v36,21
E,v36,16
F,v36,16
G,v36,31
H,v36,25
I,v36,44
J,v36,42
A,v35,33
B,v35,34
C,v35,29
D,v35,32
E,v35,28
F,v35,15
G,v35,32
H,v35,35
I,v35,32
J,v35,24
A,v34,16
B,v34,23
C,v34,20
D,v34,32
E,v34,19
F,v34,26
G,v34,29
H,v34,29
I,v34,20
J,v34,39
A,v33,36
B,v33,42
C,v33,27
D,v33,26
E,v33,20
F,v33,25
G,v33,26
H,v33,30
I,v33,34
J,v33,18
A,v32,19
B,v32,17
C,v32,27
D,v32,21
E,v32,21
F,v32,22
G,v32,26
H,v32,35
I,v32,20
J,v32,27
A,v31,29
B,v31,41
C,v31,31
D,v31,33
E,v31,21
F,v31,29
G,v31,23
H,v31,26
I,v31,26
