group,variable,value
A,v40,25
B,v40,28
C,v40,22
D,v40,25
E,v40,23
F,v40,35
G,v40,22
H,v40,21
I,v40,24
J,v40,22
A,v39,24
B,v39,24
C,v39,26
D,v39,25
E,v39,38
F,v39,20
G,v39,28
H,v39,26
I,v39,27
J,v39,18
A,v38,15
B,v38,19
C,v38,21
D,v38,25
E,v38,27
F,v38,26
G,v38,39
H,v38,21
I,v38,26
J,v38,10
A,v37,20
B,v37,33
C,v37,30
D,v37,33
E,v37,46
F,v37,55
G,v37,48
H,v37,34
I,v37,30
J,v37,23
A,v36,34
B,v36,35
C,v36,19
D,v36,20
E,v36,23
F,v36,16
G,v36,32
H,v36,19
I,v36,19
J,v36,41
A,v35,26
B,v35,50
C,v35,18
D,v35,25
E,v35,37
F,v35,41
G,v35,35
H,v35,22
I,v35,31
J,v35,22
A,v34,19
B,v34,26
C,v34,19
D,v34,29
E,v34,45
F,v34,23
G,v34,16
H,v34,26
I,v34,23
J,v34,30
A,v33,22
B,v33,26
C,v33,22
D,v33,37
E,v33,21
F,v33,24
G,v33,17
H,v33,21
I,v33,23
J,v33,18
A,v32,30
B,v32,19
C,v32,39
D,v32,22
E,v32,21
F,v32,22
G,v32,24
H,v32,25
I,v32,43
J,v32,24
A,v31,13
B,v31,35
C,v31,59
D,v31,18
E,v31,23
F,v31,39
G,v31,47
H,v31,43
I,v31,19
J,v31,24
A,v30,21
