group,variable,value
A,v40,23
B,v40,22
C,v40,41
D,v40,25
E,v40,29
F,v40,40
G,v40,25
H,v40,22
I,v40,48
J,v40,36
A,v39,23
B,v39,24
C,v39,21
D,v39,32
E,v39,53
F,v39,32
G,v39,32
H,v39,25
I,v39,13
J,v39,20
A,v38,28
B,v38,35
C,v38,16
D,v38,19
E,v38,23
F,v38,21
G,v38,19
H,v38,31
I,v38,36
J,v38,28
A,v37,38
B,v37,34
C,v37,28
D,v37,22
E,v37,30
F,v37,40
G,v37,41
H,v37,40
I,v37,20
J,v37,58
A,v36,34
B,v36,19
C,v36,27
D,v36,12
E,v36,23
F,v36,24
G,v36,25
H,v36,16
I,v36,42
J,v36,30
A,v35,23
B,v35,35
C,v35,33
D,v35,27
E,v35,30
F,v35,33
G,v35,34
H,v35,80
I,v35,32
J,v35,34
A,v34,42
B,v34,31
C,v34,19
D,v34,33
E,v34,36
F,v34,23
G,v34,27
H,v34,26
I,v34,27
J,v34,28
A,v33,29
B,v33,22
C,v33,35
D,v33,36
E,v33,31
F,v33,33
G,v33,21
