group,variable,value
A,v40,54
B,v40,35
C,v40,55
D,v40,35
E,v40,50
F,v40,60
G,v40,24
H,v40,28
I,v40,75
J,v40,41
A,v39,37
B,v39,31
C,v39,36
D,v39,48
E,v39,30
F,v39,22
G,v39,22
H,v39,21
I,v39,19
J,v39,23
A,v38,24
B,v38,20
C,v38,39
D,v38,38
E,v38,44
F,v38,24
G,v38,29
H,v38,50
I,v38,38
J,v38,112
A,v37,27
B,v37,30
C,v37,21
D,v37,35
E,v37,23
F,v37,18
G,v37,29
H,v37,20
I,v37,33
J,v37,20
A,v36,32
B,v36,30
C,v36,27
D,v36,25
E,v36,22
F,v36,40
G,v36,64
H,v36,25
I,v36,25
J,v36,37
A,v35,33
B,v35,26
C,v35,24
D,v35,26
E,v35,20
F,v35,25
G,v35,52
H,v35,33
I,v35,18
J,v35,23
A,v34,20
B,v34,15
C,v34,33
D,v34,47
E,v34,118
F,v34,28
G,v34,23
H,v34,35
I,v34,33
J,v34,40
A,v33,26
B,v33,78
C,v33,33
D,v33,34
E,v33,40
F,v33,32
G,v33,40
H,v33,34
I,v33,27
J,v33,38
A,v32,48
B,v32,33
C,v32,49
D,v32,33
E,v32,36
F,v32,24
G,v32,24
H,v32,18
I,v32,18
J,v32,18
A,v31,26
B,v31,22
C,v31,16
D,v31,22
E,v31,19
