group,variable,value
A,v40,24
B,v40,29
C,v40,22
D,v40,23
E,v40,24
F,v40,28
G,v40,29
H,v40,28
I,v40,26
J,v40,24
A,v39,23
B,v39,20
C,v39,35
D,v39,34
E,v39,39
F,v39,31
G,v39,26
H,v39,39
I,v39,30
J,v39,27
A,v38,29
B,v38,28
C,v38,27
D,v38,32
E,v38,26
F,v38,19
G,v38,32
H,v38,41
I,v38,30
J,v38,22
A,v37,28
B,v37,21
C,v37,33
D,v37,21
E,v37,32
F,v37,28
G,v37,25
H,v37,17
I,v37,31
J,v37,35
A,v36,33
B,v36,28
C,v36,22
D,v36,23
E,v36,30
F,v36,31
G,v36,34
H,v36,38
I,v36,26
J,v36,20
A,v35,34
B,v35,29
C,v35,26
D,v35,32
E,v35,37
F,v35,24
G,v35,19
H,v35,24
I,v35,23
J,v35,23
A,v34,21
B,v34,23
C,v34,33
D,v34,16
E,v34,78
F,v34,52
G,v34,61
H,v34,17
I,v34,26
J,v34,25
A,v33,22
B,v33,18
C,v33,33
D,v33,24
E,v33,31
F,v33,21
G,v33,33
H,v33,28
I,v33,38
J,v33,60
A,v32,24
B,v32,31
C,v32,26
D,v32,22
E,v32,25
F,v32,23
G,v32,29
H,v32,34
I,v32,50
J,v32,24
A,v31,25
B,v31,32
C,v31,44
