group,variable,value
A,v40,3
B,v40,3
C,v40,1
D,v40,3
E,v40,1
F,v40,0
G,v40,0
H,v40,0
I,v40,0
J,v40,1
A,v39,0
B,v39,0
C,v39,1
D,v39,1
E,v39,1
F,v39,0
G,v39,1
H,v39,1
I,v39,1
J,v39,1
A,v38,2
B,v38,5
C,v38,9
D,v38,1
E,v38,0
F,v38,3
G,v38,1
H,v38,1
I,v38,0
J,v38,0
A,v37,1
B,v37,0
C,v37,0
D,v37,2
E,v37,1
F,v37,0
G,v37,2
H,v37,4
I,v37,1
J,v37,1
A,v36,1
B,v36,2
C,v36,1
D,v36,0
E,v36,0
F,v36,2
G,v36,1
H,v36,1
I,v36,1
J,v36,1
A,v35,0
B,v35,0
C,v35,1
D,v35,0
E,v35,0
F,v35,2
G,v35,1
H,v35,2
I,v35,1
J,v35,0
A,v34,2
B,v34,1
C,v34,0
D,v34,0
E,v34,0
F,v34,2
G,v34,2
H,v34,1
I,v34,0
J,v34,0
A,v33,0
B,v33,0
C,v33,0
D,v33,1
E,v33,1
F,v33,1
G,v33,4
H,v33,0
I,v33,1
J,v33,2
A,v32,5
B,v32,1
C,v32,0
D,v32,0
E,v32,2
F,v32,1
G,v32,0
H,v32,0
I,v32,0
J,v32,1
A,v31,2
