group,variable,value
A,v40,0
B,v40,0
C,v40,1
D,v40,1
E,v40,2
F,v40,3
G,v40,1
H,v40,2
I,v40,2
J,v40,1
A,v39,2
B,v39,3
C,v39,1
D,v39,1
E,v39,1
F,v39,1
G,v39,0
H,v39,4
I,v39,8
J,v39,8
A,v38,0
B,v38,1
C,v38,0
D,v38,1
E,v38,0
F,v38,4
G,v38,0
H,v38,0
I,v38,2
J,v38,0
A,v37,4
B,v37,10
C,v37,8
D,v37,7
E,v37,3
F,v37,1
G,v37,5
H,v37,5
I,v37,4
J,v37,3
A,v36,6
B,v36,3
C,v36,5
D,v36,6
E,v36,0
F,v36,1
G,v36,3
H,v36,1
I,v36,0
J,v36,3
A,v35,8
B,v35,4
C,v35,10
D,v35,0
E,v35,1
F,v35,1
G,v35,3
H,v35,1
I,v35,3
J,v35,2
A,v34,1
B,v34,1
C,v34,0
D,v34,0
E,v34,4
F,v34,3
G,v34,2
H,v34,0
I,v34,3
J,v34,0
A,v33,1
B,v33,0
C,v33,0
D,v33,0
E,v33,3
F,v33,0
G,v33,2
H,v33,1
I,v33,0
J,v33,0
A,v32,1
B,v32,1
C,v32,1
D,v32,2
E,v32,4
F,v32,0
G,v32,0
H,v32,1
I,v32,0
J,v32,0
A,v31,2
B,v31,1
C,v31,3
D,v31,3
E,v31,1
F,v31,0
G,v31,3
H,v31,1
I,v31,0
J,v31,1
A,v30,1
B,v30,1
C,v30,3
D,v30,2
E,v30,0
F,v30,0
G,v30,10
H,v30,4
I,v30,3
J,v30,5
A,v29,0
B,v29,4
C,v29,2
D,v29,2
E,v29,0
F,v29,3
G,v29,1
H,v29,0
I,v29,1
J,v29,4
A,v28,0
B,v28,5
C,v28,0
D,v28,4
E,v28,1
F,v28,1
