group,variable,value
A,v40,1
B,v40,6
C,v40,1
D,v40,0
E,v40,3
F,v40,1
G,v40,0
H,v40,1
I,v40,3
J,v40,0
A,v39,0
B,v39,0
C,v39,0
D,v39,2
E,v39,1
F,v39,2
G,v39,1
H,v39,0
I,v39,0
J,v39,1
A,v38,1
B,v38,0
C,v38,3
D,v38,5
E,v38,3
F,v38,3
G,v38,5
H,v38,5
I,v38,0
J,v38,0
A,v37,0
B,v37,1
C,v37,1
D,v37,2
E,v37,1
F,v37,0
G,v37,1
H,v37,0
I,v37,0
J,v37,5
A,v36,1
B,v36,1
C,v36,1
D,v36,2
E,v36,3
F,v36,0
G,v36,2
H,v36,0
I,v36,0
J,v36,1
A,v35,1
B,v35,1
C,v35,5
D,v35,2
E,v35,5
F,v35,6
G,v35,4
H,v35,3
I,v35,2
J,v35,1
A,v34,0
B,v34,1
C,v34,4
D,v34,5
E,v34,0
F,v34,10
G,v34,6
H,v34,1
I,v34,2
J,v34,0
A,v33,1
B,v33,2
C,v33,1
D,v33,6
E,v33,4
F,v33,4
G,v33,3
H,v33,2
I,v33,5
J,v33,1
A,v32,3
B,v32,2
C,v32,3
D,v32,1
E,v32,0
F,v32,1
G,v32,3
H,v32,2
I,v32,2
J,v32,1
A,v31,0
B,v31,1
C,v31,2
D,v31,3
E,v31,4
F,v31,10
G,v31,3
H,v31,10
I,v31,1
J,v31,3
A,v30,2
B,v30,1
C,v30,3
D,v30,0
E,v30,0
F,v30,0
G,v30,4
H,v30,1
I,v30,1
J,v30,2
A,v29,0
B,v29,3
C,v29,1
D,v29,1
E,v29,0
F,v29,0
G,v29,1
H,v29,4
I,v29,0
J,v29,3
A,v28,0
B,v28,1
C,v28,0
D,v28,1
E,v28,0
F,v28,6
G,v28,1
H,v28,0
