group,variable,value
A,v40,0
B,v40,1
C,v40,0
D,v40,0
E,v40,2
F,v40,3
G,v40,4
H,v40,4
I,v40,1
J,v40,0
A,v39,2
B,v39,1
C,v39,1
D,v39,0
E,v39,1
F,v39,0
G,v39,2
H,v39,4
I,v39,0
J,v39,3
A,v38,3
B,v38,3
C,v38,0
D,v38,0
E,v38,0
F,v38,1
G,v38,1
H,v38,1
I,v38,1
J,v38,5
A,v37,3
B,v37,4
C,v37,2
D,v37,0
E,v37,1
F,v37,2
G,v37,0
H,v37,8
I,v37,2
J,v37,2
A,v36,2
B,v36,3
C,v36,1
D,v36,3
E,v36,1
F,v36,8
G,v36,7
H,v36,6
I,v36,2
J,v36,7
A,v35,2
B,v35,2
C,v35,1
D,v35,1
E,v35,1
F,v35,3
G,v35,2
H,v35,6
I,v35,2
J,v35,0
A,v34,2
B,v34,2
C,v34,4
D,v34,9
E,v34,1
F,v34,4
G,v34,4
H,v34,3
I,v34,1
J,v34,0
A,v33,0
B,v33,0
C,v33,2
D,v33,0
E,v33,1
F,v33,0
G,v33,0
H,v33,1
I,v33,0
J,v33,1
A,v32,0
B,v32,0
C,v32,0
D,v32,0
E,v32,0
F,v32,2
G,v32,1
H,v32,1
I,v32,0
J,v32,2
A,v31,0
B,v31,3
C,v31,1
D,v31,0
E,v31,2
F,v31,0
G,v31,0
H,v31,3
I,v31,1
J,v31,5
A,v30,2
B,v30,6
C,v30,0
D,v30,5
E,v30,8
F,v30,1
G,v30,4
H,v30,3
I,v30,7
J,v30,2
A,v29,2
B,v29,3
C,v29,4
D,v29,2
E,v29,5
F,v29,0
G,v29,0
H,v29,2
I,v29,1
J,v29,0
