group,variable,value
A,v40,0
B,v40,4
C,v40,1
D,v40,1
E,v40,0
F,v40,0
G,v40,2
H,v40,1
I,v40,1
J,v40,3
A,v39,3
B,v39,1
C,v39,1
D,v39,1
E,v39,0
F,v39,0
G,v39,1
H,v39,1
I,v39,2
J,v39,8
A,v38,0
B,v38,0
C,v38,0
D,v38,5
E,v38,3
F,v38,2
G,v38,3
H,v38,0
I,v38,6
J,v38,2
A,v37,1
B,v37,0
C,v37,0
D,v37,0
E,v37,2
F,v37,4
G,v37,0
H,v37,0
I,v37,1
J,v37,2
A,v36,0
B,v36,1
C,v36,0
D,v36,0
E,v36,2
F,v36,4
G,v36,0
H,v36,0
I,v36,0
J,v36,0
A,v35,0
B,v35,1
C,v35,1
D,v35,2
E,v35,2
F,v35,2
G,v35,1
H,v35,0
I,v35,1
J,v35,2
A,v34,1
B,v34,2
C,v34,4
D,v34,6
E,v34,0
F,v34,0
G,v34,5
H,v34,9
I,v34,6
J,v34,4
A,v33,2
B,v33,2
C,v33,0
D,v33,4
E,v33,10
F,v33,2
G,v33,1
H,v33,1
I,v33,1
J,v33,0
A,v32,0
B,v32,0
C,v32,1
D,v32,1
E,v32,0
F,v32,0
G,v32,3
H,v32,1
I,v32,0
J,v32,1
A,v31,0
B,v31,1
C,v31,1
D,v31,0
E,v31,0
F,v31,0
G,v31,0
H,v31,1
I,v31,1
J,v31,1
A,v30,0
B,v30,0
C,v30,1
D,v30,0
E,v30,2
F,v30,1
G,v30,1
H,v30,0
I,v30,1
J,v30,0
A,v29,0
B,v29,1
C,v29,0
D,v29,1
E,v29,1
F,v29,0
G,v29,3
H,v29,1
I,v29,2
J,v29,2
A,v28,2
B,v28,1
C,v28,1
D,v28,1
E,v28,0
F,v28,1
G,v28,1
H,v28,1
I,v28,4
J,v28,3
A,v27,2
B,v27,2
C,v27,0
D,v27,0
E,v27,1
F,v27,4
G,v27,4
H,v27,3
I,v27,2
J,v27,2
A,v26,1
B,v26,0
C,v26,2
D,v26,4
E,v26,4
F,v26,3
G,v26,0
H,v26,1
I,v26,0
J,v26,0
