group,variable,value
A,v40,0
B,v40,1
C,v40,0
D,v40,1
E,v40,1
F,v40,7
G,v40,5
H,v40,9
I,v40,2
J,v40,1
A,v39,6
B,v39,4
C,v39,5
D,v39,5
E,v39,3
F,v39,4
G,v39,2
H,v39,10
I,v39,7
J,v39,10
A,v38,5
B,v38,15
C,v38,4
D,v38,4
E,v38,11
F,v38,7
G,v38,3
H,v38,3
I,v38,2
J,v38,0
A,v37,3
B,v37,3
C,v37,1
D,v37,1
E,v37,7
F,v37,0
G,v37,1
H,v37,0
I,v37,0
J,v37,1
A,v36,2
B,v36,2
C,v36,2
D,v36,0
E,v36,0
F,v36,0
G,v36,0
H,v36,0
I,v36,1
J,v36,1
A,v35,0
B,v35,0
C,v35,1
D,v35,3
E,v35,2
F,v35,0
G,v35,1
H,v35,1
I,v35,6
J,v35,1
A,v34,1
B,v34,2
C,v34,4
D,v34,3
E,v34,0
F,v34,0
G,v34,2
H,v34,1
I,v34,4
J,v34,2
A,v33,3
B,v33,3
C,v33,0
D,v33,0
E,v33,1
F,v33,5
G,v33,0
H,v33,4
I,v33,0
J,v33,0
A,v32,0
B,v32,4
C,v32,1
D,v32,2
E,v32,1
F,v32,0
G,v32,1
H,v32,3
I,v32,1
J,v32,0
A,v31,6
B,v31,0
C,v31,2
D,v31,3
E,v31,11
F,v31,1
G,v31,7
H,v31,5
I,v31,5
J,v31,6
A,v30,3
B,v30,1
C,v30,3
D,v30,1
E,v30,8
F,v30,5
G,v30,4
H,v30,2
I,v30,1
J,v30,2
A,v29,6
B,v29,5
C,v29,3
D,v29,5
E,v29,3
F,v29,5
G,v29,8
H,v29,0
I,v29,4
J,v29,2
