group,variable,value
A,v40,0
B,v40,0
C,v40,1
D,v40,0
E,v40,1
F,v40,0
G,v40,0
H,v40,2
I,v40,0
J,v40,2
A,v39,3
B,v39,4
C,v39,0
D,v39,0
E,v39,0
F,v39,0
G,v39,3
H,v39,3
I,v39,1
J,v39,1
A,v38,0
B,v38,1
C,v38,0
D,v38,0
E,v38,2
F,v38,1
G,v38,0
H,v38,2
I,v38,3
J,v38,0
A,v37,0
B,v37,1
C,v37,0
D,v37,1
E,v37,1
F,v37,1
G,v37,0
H,v37,2
I,v37,0
J,v37,3
A,v36,1
B,v36,3
C,v36,1
D,v36,0
E,v36,0
F,v36,1
G,v36,0
H,v36,7
I,v36,2
J,v36,0
A,v35,0
B,v35,0
C,v35,0
D,v35,0
E,v35,0
F,v35,0
G,v35,1
H,v35,2
I,v35,2
J,v35,0
A,v34,1
B,v34,2
C,v34,0
D,v34,1
E,v34,1
F,v34,1
G,v34,0
H,v34,1
I,v34,6
J,v34,10
A,v33,1
B,v33,2
C,v33,2
D,v33,0
E,v33,4
F,v33,5
G,v33,2
H,v33,1
I,v33,2
J,v33,1
A,v32,0
B,v32,0
C,v32,2
D,v32,4
E,v32,0
F,v32,1
G,v32,6
H,v32,1
I,v32,2
J,v32,10
A,v31,6
B,v31,4
C,v31,8
D,v31,1
E,v31,1
F,v31,1
G,v31,1
H,v31,1
I,v31,1
J,v31,1
A,v30,0
B,v30,2
C,v30,5
D,v30,0
E,v30,0
F,v30,0
G,v30,2
H,v30,4
I,v30,0
J,v30,0
A,v29,0
B,v29,1
C,v29,2
D,v29,3
E,v29,0
F,v29,3
G,v29,0
H,v29,2
I,v29,0
J,v29,1
A,v28,6
B,v28,1
C,v28,0
D,v28,1
E,v28,4
F,v28,0
G,v28,2
H,v28,0
I,v28,1
J,v28,0
A,v27,1
B,v27,0
C,v27,0
D,v27,0
E,v27,0
F,v27,0
G,v27,4
H,v27,1
I,v27,0
J,v27,0
A,v26,0
B,v26,0
C,v26,0
D,v26,0
E,v26,0
F,v26,1
G,v26,1
H,v26,1
I,v26,1
J,v26,0
A,v25,1
B,v25,0
C,v25,4
D,v25,1
E,v25,2
F,v25,0
G,v25,0
H,v25,1
I,v25,2
J,v25,0
A,v24,3
B,v24,1
C,v24,1
D,v24,0
E,v24,1
F,v24,1
G,v24,3
H,v24,2
I,v24,2
J,v24,3
A,v23,0
B,v23,1
C,v23,2
D,v23,1
E,v23,1
F,v23,3
G,v23,1
H,v23,1
I,v23,1
J,v23,2
A,v22,0
