group,variable,value
A,v40,0
B,v40,0
C,v40,3
D,v40,1
E,v40,2
F,v40,7
G,v40,3
H,v40,0
I,v40,8
J,v40,5
A,v39,0
B,v39,0
C,v39,0
D,v39,1
E,v39,0
F,v39,3
G,v39,2
H,v39,1
I,v39,0
J,v39,0
A,v38,1
B,v38,0
C,v38,2
D,v38,0
E,v38,0
F,v38,1
G,v38,1
H,v38,1
I,v38,5
J,v38,1
A,v37,2
B,v37,0
C,v37,1
D,v37,1
E,v37,0
F,v37,4
G,v37,1
H,v37,0
I,v37,0
J,v37,0
A,v36,0
B,v36,1
C,v36,1
D,v36,0
E,v36,8
F,v36,1
G,v36,0
H,v36,5
I,v36,2
J,v36,4
A,v35,0
B,v35,0
C,v35,0
D,v35,0
E,v35,0
F,v35,2
G,v35,8
H,v35,4
I,v35,1
J,v35,1
A,v34,1
B,v34,1
C,v34,0
D,v34,0
E,v34,0
F,v34,0
G,v34,2
H,v34,0
I,v34,3
J,v34,1
A,v33,2
B,v33,0
C,v33,2
D,v33,1
E,v33,2
F,v33,4
G,v33,0
H,v33,0
I,v33,0
J,v33,0
A,v32,0
B,v32,2
C,v32,2
D,v32,0
E,v32,3
F,v32,0
G,v32,0
H,v32,1
