group,variable,value
A,v40,1
B,v40,1
C,v40,4
D,v40,0
E,v40,1
F,v40,0
G,v40,8
H,v40,2
I,v40,1
J,v40,5
A,v39,4
B,v39,2
C,v39,1
D,v39,6
E,v39,7
F,v39,0
G,v39,3
H,v39,2
I,v39,0
J,v39,6
A,v38,5
B,v38,1
C,v38,6
D,v38,5
E,v38,2
F,v38,11
G,v38,4
H,v38,2
I,v38,0
J,v38,1
A,v37,6
B,v37,4
C,v37,2
D,v37,0
E,v37,0
F,v37,3
G,v37,9
H,v37,2
I,v37,3
J,v37,16
A,v36,7
B,v36,4
C,v36,7
D,v36,3
E,v36,3
F,v36,1
G,v36,1
H,v36,0
I,v36,1
J,v36,1
A,v35,0
B,v35,0
C,v35,0
D,v35,0
E,v35,1
F,v35,1
G,v35,0
H,v35,2
I,v35,3
J,v35,5
A,v34,2
B,v34,2
C,v34,1
D,v34,1
E,v34,0
F,v34,0
G,v34,2
H,v34,1
I,v34,0
J,v34,0
A,v33,3
B,v33,4
C,v33,0
D,v33,0
E,v33,2
F,v33,0
G,v33,1
H,v33,0
I,v33,0
J,v33,9
A,v32,9
B,v32,6
C,v32,3
D,v32,3
E,v32,4
F,v32,2
G,v32,1
H,v32,1
I,v32,0
J,v32,1
A,v31,4
B,v31,5
C,v31,0
D,v31,4
E,v31,2
F,v31,2
G,v31,4
H,v31,3
I,v31,6
J,v31,5
A,v30,10
B,v30,13
C,v30,5
D,v30,5
E,v30,3
F,v30,2
G,v30,1
H,v30,2
I,v30,0
J,v30,2
A,v29,0
B,v29,5
C,v29,2
D,v29,1
E,v29,2
F,v29,4
