group,variable,value
A,v40,2
B,v40,2
C,v40,1
D,v40,1
E,v40,1
F,v40,4
G,v40,1
H,v40,1
I,v40,4
J,v40,0
A,v39,0
B,v39,2
C,v39,1
D,v39,5
E,v39,5
F,v39,1
G,v39,2
H,v39,1
I,v39,0
J,v39,0
A,v38,1
B,v38,0
C,v38,1
D,v38,1
E,v38,0
F,v38,2
G,v38,1
H,v38,1
I,v38,1
J,v38,2
A,v37,4
B,v37,3
C,v37,5
D,v37,2
E,v37,4
F,v37,1
G,v37,2
H,v37,4
I,v37,2
J,v37,2
A,v36,0
B,v36,3
C,v36,1
D,v36,1
E,v36,2
F,v36,0
G,v36,1
H,v36,0
I,v36,0
J,v36,9
A,v35,7
B,v35,1
C,v35,3
D,v35,2
E,v35,0
F,v35,1
G,v35,3
H,v35,1
I,v35,0
J,v35,0
A,v34,0
B,v34,2
C,v34,0
D,v34,1
E,v34,0
F,v34,1
G,v34,0
H,v34,0
I,v34,1
J,v34,1
A,v33,1
B,v33,0
C,v33,0
D,v33,0
E,v33,0
F,v33,0
G,v33,1
H,v33,0
I,v33,0
J,v33,1
A,v32,1
B,v32,2
C,v32,4
D,v32,2
E,v32,2
F,v32,2
G,v32,1
H,v32,2
I,v32,0
J,v32,3
A,v31,1
B,v31,1
C,v31,1
D,v31,2
E,v31,0
F,v31,0
G,v31,6
H,v31,2
I,v31,0
J,v31,0
A,v30,2
B,v30,0
C,v30,1
D,v30,0
E,v30,0
F,v30,0
G,v30,2
H,v30,6
I,v30,2
J,v30,0
A,v29,2
B,v29,0
C,v29,2
D,v29,2
E,v29,0
F,v29,0
G,v29,0
H,v29,3
I,v29,1
