group,variable,value
A,v40,0
B,v40,0
C,v40,1
D,v40,0
E,v40,0
F,v40,0
G,v40,0
H,v40,0
I,v40,1
J,v40,1
A,v39,0
B,v39,3
C,v39,0
D,v39,1
E,v39,2
F,v39,0
G,v39,0
H,v39,0
I,v39,0
J,v39,2
A,v38,14
B,v38,1
C,v38,0
D,v38,3
E,v38,0
F,v38,2
G,v38,0
H,v38,1
I,v38,1
J,v38,7
A,v37,6
B,v37,4
C,v37,1
D,v37,1
E,v37,3
F,v37,4
G,v37,0
H,v37,0
I,v37,4
J,v37,8
A,v36,6
B,v36,5
C,v36,6
D,v36,4
E,v36,2
F,v36,8
G,v36,7
H,v36,12
I,v36,7
J,v36,8
A,v35,4
B,v35,7
C,v35,4
D,v35,3
E,v35,1
F,v35,0
G,v35,0
H,v35,0
I,v35,2
J,v35,2
A,v34,1
B,v34,0
C,v34,0
D,v34,0
E,v34,0
F,v34,0
G,v34,1
H,v34,0
I,v34,0
J,v34,0
A,v33,1
B,v33,0
C,v33,0
D,v33,0
E,v33,0
F,v33,2
G,v33,0
H,v33,1
I,v33,0
J,v33,0
A,v32,1
B,v32,0
C,v32,1
D,v32,2
E,v32,0
F,v32,0
G,v32,0
H,v32,0
I,v32,2
J,v32,1
A,v31,0
B,v31,1
C,v31,0
D,v31,1
E,v31,1
F,v31,3
G,v31,0
H,v31,0
I,v31,1
J,v31,0
A,v30,0
B,v30,0
C,v30,0
D,v30,1
E,v30,0
F,v30,1
G,v30,0
H,v30,0
I,v30,2
J,v30,2
A,v29,9
B,v29,3
C,v29,9
D,v29,11
E,v29,3
F,v29,2
G,v29,4
H,v29,8
I,v29,6
J,v29,0
A,v28,0
B,v28,0
C,v28,2
D,v28,3
E,v28,3
F,v28,4
G,v28,1
H,v28,1
I,v28,0
J,v28,0
A,v27,3
B,v27,3
C,v27,1
D,v27,4
E,v27,0
F,v27,0
G,v27,0
H,v27,2
