group,variable,value
A,v40,1
B,v40,0
C,v40,0
D,v40,1
E,v40,0
F,v40,1
G,v40,0
H,v40,0
I,v40,0
J,v40,1
A,v39,3
B,v39,0
C,v39,2
D,v39,0
E,v39,0
F,v39,1
G,v39,0
H,v39,0
I,v39,0
J,v39,0
A,v38,0
B,v38,1
C,v38,0
D,v38,1
E,v38,2
F,v38,1
G,v38,3
H,v38,0
I,v38,1
J,v38,0
A,v37,3
B,v37,1
C,v37,1
D,v37,0
E,v37,2
F,v37,1
G,v37,2
H,v37,1
I,v37,1
J,v37,0
A,v36,4
B,v36,5
C,v36,6
D,v36,3
E,v36,2
F,v36,3
G,v36,0
H,v36,2
I,v36,2
J,v36,3
A,v35,0
B,v35,1
C,v35,1
D,v35,1
E,v35,4
F,v35,1
G,v35,5
H,v35,4
I,v35,7
J,v35,3
A,v34,0
B,v34,0
C,v34,1
D,v34,0
E,v34,0
F,v34,1
G,v34,0
H,v34,0
I,v34,0
J,v34,0
A,v33,0
B,v33,0
C,v33,0
D,v33,0
E,v33,1
F,v33,0
G,v33,0
H,v33,0
I,v33,1
J,v33,1
A,v32,0
B,v32,0
C,v32,6
D,v32,2
E,v32,1
F,v32,3
G,v32,11
H,v32,0
I,v32,2
J,v32,8
A,v31,4
B,v31,2
C,v31,4
D,v31,1
E,v31,0
F,v31,1
G,v31,0
H,v31,3
I,v31,0
J,v31,3
A,v30,2
B,v30,0
C,v30,0
D,v30,1
E,v30,2
F,v30,1
G,v30,0
H,v30,1
I,v30,0
J,v30,2
A,v29,5
B,v29,5
C,v29,2
D,v29,0
E,v29,1
F,v29,0
G,v29,2
H,v29,1
I,v29,0
J,v29,0
A,v28,0
B,v28,0
C,v28,1
D,v28,0
E,v28,2
F,v28,0
G,v28,1
H,v28,3
I,v28,3
J,v28,0
A,v27,2
B,v27,0
C,v27,0
D,v27,3
E,v27,0
F,v27,1
G,v27,2
H,v27,5
I,v27,7
J,v27,1
A,v26,1
B,v26,1
C,v26,1
D,v26,1
E,v26,0
F,v26,1
G,v26,1
H,v26,1
I,v26,0
J,v26,1
A,v25,2
B,v25,2
C,v25,1
D,v25,0
E,v25,1
F,v25,6
G,v25,9
H,v25,0
I,v25,1
J,v25,1
A,v24,1
B,v24,0
C,v24,2
D,v24,2
E,v24,1
F,v24,4
G,v24,7
H,v24,4
I,v24,6
J,v24,6
A,v23,3
B,v23,4
