group,variable,value
A,v40,1
B,v40,0
C,v40,0
D,v40,3
E,v40,3
F,v40,5
G,v40,0
H,v40,1
I,v40,3
J,v40,3
A,v39,2
B,v39,2
C,v39,4
D,v39,0
E,v39,1
F,v39,1
G,v39,1
H,v39,0
I,v39,0
J,v39,1
A,v38,2
B,v38,0
C,v38,0
D,v38,0
E,v38,0
F,v38,0
G,v38,0
H,v38,0
I,v38,1
J,v38,1
A,v37,1
B,v37,0
C,v37,0
D,v37,1
E,v37,6
F,v37,3
G,v37,0
H,v37,1
I,v37,2
J,v37,0
A,v36,1
B,v36,2
C,v36,0
D,v36,1
E,v36,0
F,v36,0
G,v36,7
H,v36,7
I,v36,0
J,v36,2
A,v35,5
B,v35,1
C,v35,1
D,v35,2
E,v35,3
F,v35,3
G,v35,2
H,v35,2
I,v35,1
J,v35,1
A,v34,3
B,v34,0
C,v34,1
D,v34,7
E,v34,0
F,v34,4
G,v34,1
H,v34,2
I,v34,4
J,v34,2
A,v33,0
B,v33,1
C,v33,3
D,v33,10
E,v33,3
F,v33,2
G,v33,0
H,v33,4
I,v33,0
J,v33,0
A,v32,1
B,v32,2
C,v32,4
D,v32,2
E,v32,4
F,v32,0
G,v32,0
H,v32,3
I,v32,4
J,v32,0
A,v31,0
B,v31,1
C,v31,0
D,v31,0
E,v31,0
F,v31,2
G,v31,4
H,v31,0
