group,variable,value
A,v40,2
B,v40,1
C,v40,0
D,v40,0
E,v40,1
F,v40,0
G,v40,0
H,v40,2
I,v40,0
J,v40,4
A,v39,0
B,v39,1
C,v39,1
D,v39,0
E,v39,0
F,v39,4
G,v39,3
H,v39,3
I,v39,2
J,v39,2
A,v38,3
B,v38,0
C,v38,0
D,v38,0
E,v38,0
F,v38,0
G,v38,0
H,v38,2
I,v38,9
J,v38,1
A,v37,1
B,v37,0
C,v37,0
D,v37,1
E,v37,1
F,v37,0
G,v37,2
H,v37,5
I,v37,4
J,v37,3
A,v36,1
B,v36,2
C,v36,1
D,v36,1
E,v36,3
F,v36,2
G,v36,1
H,v36,2
I,v36,4
J,v36,3
A,v35,1
B,v35,3
C,v35,3
D,v35,4
E,v35,3
F,v35,2
G,v35,7
H,v35,7
I,v35,2
J,v35,5
A,v34,4
B,v34,2
C,v34,1
D,v34,3
E,v34,1
F,v34,4
G,v34,4
H,v34,0
I,v34,0
J,v34,0
A,v33,0
B,v33,0
