group,variable,value
A,v40,5
B,v40,3
C,v40,1
D,v40,1
E,v40,4
F,v40,3
G,v40,0
H,v40,5
I,v40,5
J,v40,5
A,v39,6
B,v39,7
C,v39,3
D,v39,3
E,v39,0
F,v39,4
G,v39,1
H,v39,2
I,v39,1
J,v39,3
A,v38,8
B,v38,5
C,v38,5
D,v38,0
E,v38,0
F,v38,0
G,v38,1
H,v38,5
I,v38,1
J,v38,12
A,v37,7
B,v37,4
C,v37,7
D,v37,4
E,v37,2
F,v37,3
G,v37,3
H,v37,3
I,v37,3
J,v37,4
A,v36,6
B,v36,7
C,v36,4
D,v36,2
E,v36,7
F,v36,4
G,v36,7
H,v36,3
I,v36,1
J,v36,0
A,v35,2
B,v35,0
C,v35,0
D,v35,0
E,v35,1
F,v35,0
G,v35,4
H,v35,7
I,v35,0
J,v35,2
A,v34,3
B,v34,0
C,v34,1
D,v34,1
E,v34,7
F,v34,1
G,v34,0
H,v34,3
I,v34,0
J,v34,1
A,v33,3
B,v33,6
C,v33,2
D,v33,1
E,v33,2
F,v33,2
G,v33,2
H,v33,0
I,v33,1
J,v33,7
A,v32,4
B,v32,1
C,v32,2
D,v32,1
E,v32,2
F,v32,1
G,v32,5
H,v32,1
I,v32,1
J,v32,6
A,v31,6
B,v31,8
C,v31,1
D,v31,0
E,v31,0
F,v31,2
G,v31,1
H,v31,3
I,v31,3
J,v31,5
A,v30,1
B,v30,2
C,v30,1
D,v30,4
E,v30,3
F,v30,1
G,v30,1
H,v30,1
I,v30,0
J,v30,2
A,v29,5
B,v29,1
C,v29,6
D,v29,6
E,v29,4
F,v29,2
G,v29,3
H,v29,5
I,v29,7
J,v29,5
A,v28,5
B,v28,8
C,v28,4
D,v28,1
E,v28,1
