group,variable,value
A,v40,0
B,v40,0
C,v40,3
D,v40,2
E,v40,1
F,v40,1
G,v40,1
H,v40,0
I,v40,6
J,v40,4
A,v39,8
B,v39,7
C,v39,7
D,v39,6
E,v39,7
F,v39,3
G,v39,0
H,v39,0
I,v39,5
J,v39,2
A,v38,4
B,v38,3
C,v38,0
D,v38,3
E,v38,2
F,v38,0
G,v38,0
H,v38,0
I,v38,1
J,v38,2
A,v37,1
B,v37,2
C,v37,4
D,v37,3
E,v37,3
F,v37,9
G,v37,3
H,v37,2
I,v37,2
J,v37,0
A,v36,6
B,v36,1
C,v36,3
D,v36,2
E,v36,3
F,v36,3
G,v36,6
H,v36,13
I,v36,2
J,v36,1
A,v35,1
B,v35,4
C,v35,2
D,v35,1
E,v35,0
F,v35,1
G,v35,2
H,v35,3
I,v35,1
J,v35,2
A,v34,0
B,v34,2
C,v34,1
D,v34,5
E,v34,3
F,v34,2
G,v34,6
H,v34,11
I,v34,5
J,v34,11
A,v33,3
B,v33,0
C,v33,4
D,v33,0
E,v33,0
F,v33,3
G,v33,1
H,v33,2
I,v33,2
J,v33,2
A,v32,1
B,v32,0
C,v32,0
D,v32,1
E,v32,0
F,v32,0
G,v32,0
H,v32,2
I,v32,1
J,v32,0
A,v31,0
B,v31,1
C,v31,0
D,v31,1
E,v31,2
F,v31,3
G,v31,0
H,v31,1
I,v31,0
J,v31,0
A,v30,2
B,v30,0
C,v30,0
D,v30,1
E,v30,0
F,v30,2
G,v30,1
H,v30,1
I,v30,1
J,v30,2
A,v29,2
B,v29,0
C,v29,2
D,v29,2
E,v29,1
F,v29,0
G,v29,0
H,v29,0
I,v29,1
J,v29,1
A,v28,0
B,v28,1
C,v28,0
D,v28,1
E,v28,1
F,v28,2
G,v28,1
H,v28,1
I,v28,1
J,v28,1
A,v27,0
B,v27,2
C,v27,1
D,v27,3
E,v27,0
F,v27,0
G,v27,2
H,v27,0
I,v27,2
J,v27,2
A,v26,1
