group,variable,value
A,v40,0
B,v40,2
C,v40,0
D,v40,1
E,v40,2
F,v40,2
G,v40,1
H,v40,0
I,v40,2
J,v40,1
A,v39,0
B,v39,0
C,v39,3
D,v39,0
E,v39,2
F,v39,1
G,v39,0
H,v39,0
I,v39,1
J,v39,2
A,v38,0
B,v38,0
C,v38,1
D,v38,2
E,v38,1
F,v38,0
G,v38,0
H,v38,0
I,v38,0
J,v38,1
A,v37,4
B,v37,0
C,v37,1
D,v37,0
E,v37,1
F,v37,2
G,v37,0
H,v37,0
I,v37,1
J,v37,7
A,v36,11
B,v36,7
C,v36,5
D,v36,2
E,v36,1
F,v36,2
G,v36,1
H,v36,2
I,v36,4
J,v36,1
A,v35,0
B,v35,3
C,v35,1
D,v35,5
E,v35,1
F,v35,1
G,v35,0
H,v35,0
I,v35,0
J,v35,1
A,v34,0
B,v34,0
C,v34,1
D,v34,1
E,v34,1
F,v34,1
G,v34,1
H,v34,1
I,v34,0
J,v34,0
A,v33,2
B,v33,6
C,v33,13
D,v33,0
E,v33,2
F,v33,3
G,v33,7
H,v33,5
I,v33,8
