group,variable,value
A,v40,0
B,v40,2
C,v40,2
D,v40,5
E,v40,1
F,v40,0
G,v40,2
H,v40,0
I,v40,0
J,v40,0
A,v39,1
B,v39,1
C,v39,0
D,v39,0
E,v39,1
F,v39,1
G,v39,0
H,v39,2
I,v39,3
J,v39,3
A,v38,2
B,v38,1
C,v38,4
D,v38,0
E,v38,0
F,v38,0
G,v38,0
H,v38,0
I,v38,0
J,v38,0
A,v37,0
B,v37,1
C,v37,2
D,v37,0
E,v37,0
F,v37,0
G,v37,3
H,v37,0
I,v37,1
J,v37,0
A,v36,0
B,v36,0
C,v36,3
D,v36,0
E,v36,0
F,v36,3
G,v36,2
H,v36,8
I,v36,8
J,v36,1
A,v35,7
B,v35,9
C,v35,2
D,v35,5
E,v35,5
F,v35,6
G,v35,7
H,v35,6
I,v35,6
J,v35,10
A,v34,3
B,v34,4
C,v34,1
D,v34,3
E,v34,1
F,v34,3
G,v34,0
H,v34,0
I,v34,8
J,v34,1
A,v33,0
B,v33,1
C,v33,0
D,v33,0
E,v33,0
F,v33,1
G,v33,1
H,v33,0
I,v33,0
J,v33,0
A,v32,4
B,v32,0
C,v32,0
D,v32,2
E,v32,0
F,v32,0
G,v32,1
H,v32,1
I,v32,0
J,v32,0
A,v31,0
B,v31,0
C,v31,1
D,v31,0
E,v31,1
F,v31,3
G,v31,8
H,v31,8
I,v31,8
J,v31,6
A,v30,0
B,v30,0
C,v30,3
D,v30,1
E,v30,1
F,v30,0
G,v30,0
H,v30,1
I,v30,0
J,v30,0
A,v29,0
B,v29,0
C,v29,0
D,v29,0
E,v29,0
F,v29,3
G,v29,0
H,v29,1
I,v29,0
J,v29,0
A,v28,0
B,v28,0
C,v28,0
D,v28,2
E,v28,1
F,v28,0
G,v28,0
H,v28,0
I,v28,2
J,v28,4
A,v27,3
B,v27,1
C,v27,2
D,v27,0
E,v27,1
F,v27,0
G,v27,0
H,v27,1
I,v27,1
J,v27,0
A,v26,0
B,v26,2
C,v26,3
D,v26,3
E,v26,1
F,v26,3
G,v26,3
H,v26,1
I,v26,0
J,v26,0
A,v25,3
B,v25,0
C,v25,3
D,v25,1
E,v25,0
F,v25,1
G,v25,1
H,v25,4
