group,variable,value
A,v40,1
B,v40,0
C,v40,4
D,v40,1
E,v40,0
F,v40,0
G,v40,0
H,v40,2
I,v40,0
J,v40,0
A,v39,3
B,v39,0
C,v39,3
D,v39,2
E,v39,3
F,v39,5
G,v39,0
H,v39,3
I,v39,5
J,v39,1
A,v38,7
B,v38,1
C,v38,0
D,v38,1
E,v38,1
F,v38,0
G,v38,0
H,v38,2
I,v38,3
J,v38,5
A,v37,3
B,v37,1
C,v37,1
D,v37,0
E,v37,0
F,v37,0
G,v37,0
H,v37,1
I,v37,9
J,v37,12
A,v36,8
B,v36,10
C,v36,5
D,v36,3
E,v36,4
F,v36,6
G,v36,3
H,v36,2
I,v36,0
J,v36,0
A,v35,0
B,v35,3
C,v35,1
D,v35,0
E,v35,2
F,v35,2
G,v35,1
H,v35,3
I,v35,3
J,v35,6
A,v34,4
B,v34,7
C,v34,6
D,v34,7
E,v34,0
F,v34,0
G,v34,1
H,v34,0
I,v34,1
J,v34,1
A,v33,0
B,v33,0
C,v33,2
D,v33,2
E,v33,1
F,v33,3
G,v33,0
H,v33,2
I,v33,2
J,v33,4
A,v32,4
B,v32,1
C,v32,1
D,v32,1
E,v32,0
F,v32,4
G,v32,0
H,v32,2
I,v32,1
J,v32,0
A,v31,1
B,v31,1
C,v31,3
D,v31,2
E,v31,4
F,v31,1
G,v31,0
H,v31,0
I,v31,0
J,v31,0
A,v30,0
B,v30,5
C,v30,0
D,v30,0
E,v30,1
F,v30,0
G,v30,1
H,v30,1
I,v30,2
J,v30,1
A,v29,2
B,v29,2
C,v29,0
D,v29,1
E,v29,1
F,v29,1
G,v29,0
H,v29,1
I,v29,2
J,v29,2
A,v28,2
B,v28,1
C,v28,0
D,v28,2
E,v28,0
F,v28,2
G,v28,1
H,v28,1
I,v28,0
J,v28,0
A,v27,0
B,v27,2
C,v27,0
D,v27,0
E,v27,1
F,v27,0
G,v27,1
H,v27,0
I,v27,2
J,v27,2
A,v26,0
B,v26,3
