group,variable,value
A,v40,0
B,v40,3
C,v40,4
D,v40,4
E,v40,0
F,v40,3
G,v40,3
H,v40,1
I,v40,1
J,v40,1
A,v39,2
B,v39,0
C,v39,2
D,v39,0
E,v39,1
F,v39,0
G,v39,3
H,v39,1
I,v39,3
J,v39,0
A,v38,0
B,v38,4
C,v38,0
D,v38,0
E,v38,0
F,v38,1
G,v38,1
H,v38,2
I,v38,2
J,v38,0
A,v37,1
B,v37,0
C,v37,2
D,v37,1
E,v37,0
F,v37,0
G,v37,0
H,v37,0
I,v37,0
J,v37,0
A,v36,0
B,v36,0
C,v36,2
D,v36,1
E,v36,1
F,v36,0
G,v36,0
H,v36,1
I,v36,6
J,v36,2
A,v35,2
B,v35,2
C,v35,2
D,v35,4
E,v35,0
F,v35,1
G,v35,3
H,v35,0
I,v35,1
J,v35,4
A,v34,3
B,v34,1
C,v34,7
D,v34,1
E,v34,1
F,v34,4
G,v34,6
H,v34,8
I,v34,2
J,v34,2
A,v33,1
B,v33,2
C,v33,1
D,v33,3
E,v33,0
F,v33,1
G,v33,1
H,v33,1
I,v33,0
J,v33,1
A,v32,2
B,v32,3
C,v32,7
D,v32,6
E,v32,0
F,v32,3
G,v32,1
H,v32,2
I,v32,1
J,v32,8
A,v31,0
B,v31,0
C,v31,1
D,v31,0
E,v31,1
F,v31,0
G,v31,3
H,v31,0
I,v31,0
J,v31,0
A,v30,0
B,v30,1
C,v30,1
D,v30,0
E,v30,1
F,v30,0
G,v30,0
