group,variable,value
A,v40,0
B,v40,0
C,v40,2
D,v40,1
E,v40,0
F,v40,1
G,v40,1
H,v40,3
I,v40,10
J,v40,1
A,v39,0
B,v39,1
C,v39,2
D,v39,5
E,v39,2
F,v39,0
G,v39,2
H,v39,0
I,v39,0
J,v39,1
A,v38,3
B,v38,4
C,v38,2
D,v38,1
E,v38,0
F,v38,4
G,v38,3
H,v38,0
I,v38,2
J,v38,1
A,v37,1
B,v37,0
C,v37,0
D,v37,0
E,v37,1
F,v37,2
G,v37,1
H,v37,3
I,v37,2
J,v37,1
A,v36,0
B,v36,1
C,v36,2
D,v36,1
E,v36,1
F,v36,0
G,v36,0
H,v36,2
I,v36,5
J,v36,2
A,v35,0
B,v35,1
C,v35,0
D,v35,0
E,v35,3
F,v35,0
G,v35,2
H,v35,0
I,v35,3
J,v35,1
A,v34,1
B,v34,1
C,v34,1
D,v34,1
E,v34,0
F,v34,0
G,v34,1
H,v34,3
I,v34,0
J,v34,0
A,v33,0
B,v33,1
C,v33,0
D,v33,0
E,v33,0
F,v33,0
G,v33,1
H,v33,4
I,v33,0
J,v33,1
A,v32,0
B,v32,1
C,v32,0
D,v32,1
E,v32,1
F,v32,1
G,v32,0
H,v32,0
I,v32,0
J,v32,0
A,v31,1
B,v31,0
C,v31,1
D,v31,0
E,v31,1
F,v31,0
G,v31,0
H,v31,0
I,v31,0
J,v31,1
A,v30,1
B,v30,1
C,v30,0
D,v30,1
E,v30,0
F,v30,1
G,v30,2
H,v30,0
I,v30,2
J,v30,2
A,v29,1
B,v29,1
C,v29,0
D,v29,2
E,v29,0
F,v29,1
G,v29,0
H,v29,1
I,v29,2
J,v29,1
A,v28,0
B,v28,13
C,v28,7
D,v28,4
E,v28,1
F,v28,1
G,v28,5
H,v28,1
I,v28,2
J,v28,1
A,v27,1
B,v27,2
C,v27,6
D,v27,1
E,v27,2
F,v27,4
G,v27,1
H,v27,1
I,v27,0
J,v27,0
A,v26,0
B,v26,0
C,v26,0
D,v26,0
E,v26,0
