group,variable,value
A,v40,3
B,v40,4
C,v40,2
D,v40,2
E,v40,0
F,v40,0
G,v40,3
H,v40,6
I,v40,2
J,v40,1
A,v39,0
B,v39,3
C,v39,1
D,v39,3
E,v39,0
F,v39,0
G,v39,0
H,v39,0
I,v39,0
J,v39,0
A,v38,0
B,v38,1
C,v38,2
D,v38,8
E,v38,2
F,v38,2
G,v38,2
H,v38,0
I,v38,2
J,v38,1
A,v37,0
B,v37,2
C,v37,3
D,v37,2
E,v37,0
F,v37,1
G,v37,3
H,v37,0
I,v37,0
J,v37,0
A,v36,0
B,v36,0
C,v36,0
D,v36,0
E,v36,0
F,v36,0
G,v36,0
H,v36,4
I,v36,0
J,v36,2
A,v35,4
B,v35,0
C,v35,5
D,v35,4
E,v35,3
F,v35,3
G,v35,1
H,v35,0
I,v35,2
J,v35,3
A,v34,1
B,v34,1
C,v34,0
D,v34,2
E,v34,1
F,v34,0
G,v34,0
H,v34,0
I,v34,0
J,v34,0
A,v33,0
B,v33,0
C,v33,2
D,v33,1
E,v33,1
F,v33,1
G,v33,1
H,v33,0
I,v33,5
J,v33,0
A,v32,1
B,v32,0
C,v32,0
D,v32,0
E,v32,0
F,v32,1
G,v32,3
H,v32,2
I,v32,0
J,v32,1
A,v31,0
B,v31,0
C,v31,0
D,v31,1
E,v31,4
F,v31,4
G,v31,1
