group,variable,value
A,v40,0
B,v40,0
C,v40,1
D,v40,2
E,v40,0
F,v40,1
G,v40,0
H,v40,4
I,v40,3
J,v40,1
A,v39,2
B,v39,3
C,v39,3
D,v39,2
E,v39,1
F,v39,0
G,v39,1
H,v39,0
I,v39,1
J,v39,0
A,v38,0
B,v38,0
C,v38,2
D,v38,1
E,v38,0
F,v38,0
G,v38,0
H,v38,0
I,v38,0
J,v38,1
A,v37,1
B,v37,1
C,v37,4
D,v37,2
E,v37,3
F,v37,0
G,v37,0
H,v37,0
I,v37,0
J,v37,0
A,v36,0
B,v36,0
C,v36,3
D,v36,0
E,v36,1
F,v36,2
G,v36,4
H,v36,1
I,v36,1
J,v36,0
A,v35,0
B,v35,1
C,v35,1
D,v35,4
E,v35,0
F,v35,0
G,v35,1
H,v35,5
I,v35,1
J,v35,7
A,v34,4
B,v34,0
C,v34,2
D,v34,0
E,v34,1
F,v34,1
G,v34,0
H,v34,2
I,v34,3
J,v34,0
A,v33,0
B,v33,0
C,v33,3
D,v33,2
E,v33,2
F,v33,1
G,v33,4
H,v33,4
I,v33,0
J,v33,2
A,v32,3
B,v32,1
C,v32,3
D,v32,1
E,v32,3
F,v32,0
G,v32,0
H,v32,2
I,v32,5
J,v32,1
A,v31,1
B,v31,1
C,v31,3
D,v31,8
E,v31,5
F,v31,5
G,v31,2
H,v31,0
I,v31,3
J,v31,0
A,v30,4
B,v30,7
C,v30,3
D,v30,7
E,v30,9
F,v30,7
G,v30,9
H,v30,1
I,v30,1
J,v30,2
A,v29,2
B,v29,0
C,v29,1
D,v29,2
