group,variable,value
A,v40,0
B,v40,0
C,v40,3
D,v40,1
E,v40,0
F,v40,2
G,v40,1
H,v40,2
I,v40,0
J,v40,1
A,v39,0
B,v39,2
C,v39,1
D,v39,1
E,v39,1
F,v39,4
G,v39,3
H,v39,1
I,v39,2
J,v39,1
A,v38,2
B,v38,1
C,v38,0
D,v38,1
E,v38,0
F,v38,1
G,v38,0
H,v38,1
I,v38,1
J,v38,0
A,v37,1
B,v37,1
C,v37,1
D,v37,2
E,v37,3
F,v37,2
G,v37,1
H,v37,2
I,v37,2
J,v37,1
A,v36,2
B,v36,0
C,v36,1
D,v36,3
E,v36,3
F,v36,1
G,v36,0
H,v36,2
I,v36,3
J,v36,2
A,v35,0
B,v35,1
C,v35,1
D,v35,2
E,v35,1
F,v35,0
G,v35,0
H,v35,0
I,v35,0
J,v35,0
A,v34,2
B,v34,2
C,v34,0
D,v34,0
E,v34,3
F,v34,0
G,v34,2
H,v34,0
I,v34,3
J,v34,0
A,v33,0
B,v33,0
C,v33,2
D,v33,0
E,v33,2
F,v33,1
G,v33,0
H,v33,0
I,v33,0
J,v33,1
A,v32,2
B,v32,2
C,v32,2
D,v32,0
E,v32,0
F,v32,2
G,v32,1
H,v32,1
I,v32,1
J,v32,0
A,v31,0
B,v31,1
C,v31,1
D,v31,0
E,v31,1
F,v31,0
G,v31,2
H,v31,0
I,v31,0
J,v31,0
A,v30,0
B,v30,1
C,v30,0
D,v30,4
E,v30,6
F,v30,8
G,v30,5
H,v30,1
I,v30,4
J,v30,4
A,v29,9
B,v29,2
C,v29,1
D,v29,9
E,v29,6
F,v29,3
G,v29,2
H,v29,3
I,v29,6
J,v29,5
A,v28,1
B,v28,1
C,v28,2
D,v28,4
E,v28,3
F,v28,3
G,v28,0
