group,variable,value
A,v40,0
B,v40,2
C,v40,1
D,v40,4
E,v40,2
F,v40,0
G,v40,2
H,v40,0
I,v40,1
J,v40,1
A,v39,1
B,v39,2
C,v39,0
D,v39,3
E,v39,0
F,v39,3
G,v39,1
H,v39,2
I,v39,0
J,v39,2
A,v38,1
B,v38,2
C,v38,0
D,v38,0
E,v38,1
F,v38,0
G,v38,0
H,v38,2
I,v38,2
J,v38,0
A,v37,1
B,v37,2
C,v37,0
D,v37,2
E,v37,0
F,v37,0
G,v37,1
H,v37,2
I,v37,1
J,v37,1
A,v36,6
B,v36,3
C,v36,1
D,v36,1
E,v36,0
F,v36,1
G,v36,0
H,v36,1
I,v36,5
J,v36,1
A,v35,0
B,v35,0
C,v35,2
D,v35,2
E,v35,0
F,v35,2
G,v35,2
H,v35,2
I,v35,5
J,v35,0
A,v34,0
B,v34,0
C,v34,1
D,v34,1
E,v34,2
F,v34,4
G,v34,1
H,v34,7
I,v34,0
J,v34,2
A,v33,5
B,v33,4
C,v33,2
D,v33,1
E,v33,1
F,v33,2
G,v33,0
H,v33,0
I,v33,5
J,v33,6
A,v32,5
B,v32,2
C,v32,3
D,v32,3
E,v32,4
F,v32,0
G,v32,3
H,v32,5
I,v32,4
J,v32,1
A,v31,2
B,v31,2
C,v31,0
D,v31,2
E,v31,0
F,v31,1
G,v31,8
H,v31,6
I,v31,0
J,v31,9
A,v30,3
B,v30,0
C,v30,1
D,v30,2
E,v30,6
F,v30,1
G,v30,1
H,v30,2
I,v30,1
J,v30,3
A,v29,0
B,v29,2
C,v29,2
D,v29,0
E,v29,1
F,v29,0
G,v29,6
H,v29,3
I,v29,5
J,v29,3
A,v28,3
B,v28,2
