group,variable,value
A,v40,0
B,v40,0
C,v40,0
D,v40,3
E,v40,0
F,v40,1
G,v40,0
H,v40,0
I,v40,0
J,v40,0
A,v39,0
B,v39,1
C,v39,1
D,v39,1
E,v39,1
F,v39,1
G,v39,1
H,v39,0
I,v39,0
J,v39,2
A,v38,1
B,v38,0
C,v38,1
D,v38,0
E,v38,3
F,v38,0
G,v38,3
H,v38,0
I,v38,0
J,v38,1
A,v37,1
B,v37,0
C,v37,1
D,v37,1
E,v37,1
F,v37,1
G,v37,0
H,v37,1
I,v37,1
J,v37,2
A,v36,3
B,v36,1
C,v36,0
D,v36,0
E,v36,4
F,v36,1
G,v36,2
H,v36,2
I,v36,2
J,v36,2
A,v35,1
B,v35,2
C,v35,1
D,v35,3
E,v35,1
F,v35,3
G,v35,4
H,v35,5
I,v35,9
J,v35,4
A,v34,0
B,v34,0
C,v34,1
D,v34,0
E,v34,0
F,v34,7
G,v34,8
H,v34,5
I,v34,4
J,v34,0
A,v33,1
B,v33,0
C,v33,0
D,v33,2
E,v33,1
F,v33,3
G,v33,2
H,v33,3
I,v33,3
J,v33,5
A,v32,5
B,v32,5
C,v32,0
D,v32,0
E,v32,0
F,v32,4
G,v32,0
H,v32,0
I,v32,3
J,v32,2
A,v31,3
B,v31,4
C,v31,3
D,v31,10
E,v31,4
F,v31,2
G,v31,0
H,v31,0
I,v31,0
J,v31,0
A,v30,1
B,v30,1
C,v30,1
D,v30,6
E,v30,5
F,v30,5
G,v30,2
H,v30,2
I,v30,1
J,v30,0
A,v29,0
B,v29,1
C,v29,2
D,v29,0
E,v29,3
F,v29,0
G,v29,0
H,v29,0
I,v29,0
J,v29,0
A,v28,0
B,v28,0
C,v28,0
D,v28,1
E,v28,1
F,v28,1
G,v28,0
H,v28,0
I,v28,1
J,v28,0
A,v27,1
