group,variable,value
A,v40,28
B,v40,37
C,v40,17
D,v40,57
E,v40,33
F,v40,24
G,v40,34
H,v40,36
I,v40,26
J,v40,27
A,v39,47
B,v39,22
C,v39,31
D,v39,40
E,v39,26
F,v39,51
G,v39,24
H,v39,42
I,v39,40
J,v39,48
A,v38,24
B,v38,28
C,v38,20
D,v38,35
E,v38,33
F,v38,21
G,v38,22
H,v38,29
I,v38,32
J,v38,27
A,v37,48
B,v37,24
C,v37,18
D,v37,57
E,v37,29
F,v37,55
G,v37,38
H,v37,48
I,v37,48
J,v37,40
A,v36,30
B,v36,33
C,v36,41
D,v36,72
E,v36,34
F,v36,38
G,v36,49
H,v36,21
I,v36,33
J,v36,36
A,v35,41
B,v35,37
C,v35,33
D,v35,44
E,v35,24
F,v35,30
G,v35,22
H,v35,45
I,v35,29
J,v35,32
A,v34,38
B,v34,31
C,v34,33
D,v34,30
E,v34,21
F,v34,52
G,v34,36
H,v34,30
I,v34,28
J,v34,65
A,v33,42
B,v33,28
C,v33,40
D,v33,41
E,v33,54
F,v33,36
G,v33,53
H,v33,23
I,v33,33
J,v33,32
A,v32,49
B,v32,31
C,v32,53
D,v32,86
E,v32,19
F,v32,45
G,v32,40
H,v32,36
I,v32,29
J,v32,32
A,v31,31
B,v31,21
C,v31,49
D,v31,47
E,v31,30
F,v31,40
G,v31,44
H,v31,42
I,v31,51
J,v31,53
A,v30,18
B,v30,33
C,v30,39
D,v30,30
E,v30,35
F,v30,72
G,v30,24
H,v30,30
I,v30,26
J,v30,26
A,v29,28
B,v29,32
C,v29,32
D,v29,24
E,v29,24
F,v29,37
G,v29,31
H,v29,18
