group,variable,value
A,v40,29
B,v40,24
C,v40,23
D,v40,31
E,v40,49
F,v40,28
G,v40,32
H,v40,28
I,v40,30
J,v40,20
A,v39,50
B,v39,36
C,v39,20
D,v39,33
E,v39,30
F,v39,24
G,v39,24
H,v39,26
I,v39,28
J,v39,32
A,v38,30
B,v38,17
C,v38,27
D,v38,18
E,v38,146
F,v38,38
G,v38,41
H,v38,29
I,v38,37
J,v38,28
A,v37,41
B,v37,27
C,v37,27
D,v37,41
E,v37,42
F,v37,37
G,v37,42
H,v37,41
I,v37,43
J,v37,70
A,v36,34
B,v36,33
C,v36,27
D,v36,18
E,v36,25
F,v36,26
G,v36,20
H,v36,33
I,v36,20
J,v36,33
A,v35,46
B,v35,37
C,v35,44
D,v35,31
E,v35,27
F,v35,27
G,v35,26
H,v35,18
I,v35,29
J,v35,36
A,v34,28
B,v34,43
C,v34,70
D,v34,25
E,v34,58
F,v34,60
G,v34,47
H,v34,26
I,v34,48
J,v34,57
A,v33,21
B,v33,26
C,v33,38
D,v33,31
E,v33,51
F,v33,38
G,v33,28
H,v33,28
I,v33,40
J,v33,29
A,v32,43
B,v32,23
C,v32,27
D,v32,32
E,v32,49
F,v32,22
G,v32,23
H,v32,23
