group,variable,value
A,v40,48
B,v40,30
C,v40,18
D,v40,20
E,v40,38
F,v40,40
G,v40,53
H,v40,33
I,v40,25
J,v40,33
A,v39,45
B,v39,24
C,v39,31
D,v39,40
E,v39,59
F,v39,32
G,v39,36
H,v39,52
I,v39,30
J,v39,26
A,v38,34
B,v38,18
C,v38,20
D,v38,26
E,v38,76
F,v38,26
G,v38,29
H,v38,38
I,v38,28
J,v38,50
A,v37,33
B,v37,21
C,v37,50
D,v37,49
E,v37,21
F,v37,36
G,v37,18
H,v37,41
I,v37,32
J,v37,44
A,v36,17
B,v36,38
C,v36,30
D,v36,29
E,v36,28
F,v36,59
G,v36,36
H,v36,26
I,v36,25
J,v36,31
A,v35,39
B,v35,30
C,v35,24
D,v35,39
E,v35,32
F,v35,30
G,v35,54
H,v35,22
I,v35,34
J,v35,23
A,v34,26
B,v34,73
C,v34,34
D,v34,26
E,v34,22
F,v34,23
G,v34,18
H,v34,18
I,v34,31
J,v34,31
A,v33,37
B,v33,29
C,v33,29
D,v33,21
E,v33,48
F,v33,46
G,v33,28
H,v33,31
I,v33,30
J,v33,18
A,v32,53
B,v32,37
C,v32,27
D,v32,30
E,v32,51
F,v32,41
G,v32,26
H,v32,32
I,v32,34
J,v32,49
A,v31,30
B,v31,30
C,v31,51
D,v31,42
E,v31,25
F,v31,28
G,v31,21
H,v31,38
I,v31,40
J,v31,25
A,v30,39
B,v30,38
C,v30,23
D,v30,30
E,v30,60
F,v30,35
G,v30,40
H,v30,32
I,v30,33
J,v30,80
A,v29,25
B,v29,51
C,v29,41
D,v29,53
E,v29,19
F,v29,14
G,v29,30
H,v29,41
I,v29,35
J,v29,39
A,v28,31
B,v28,24
