group,variable,value
A,v40,34
B,v40,24
C,v40,22
D,v40,22
E,v40,21
F,v40,18
G,v40,23
H,v40,24
I,v40,22
J,v40,20
A,v39,28
B,v39,27
C,v39,23
D,v39,40
E,v39,23
F,v39,24
G,v39,36
H,v39,26
I,v39,39
J,v39,35
A,v38,47
B,v38,29
C,v38,22
D,v38,28
E,v38,27
F,v38,27
G,v38,18
H,v38,37
I,v38,26
J,v38,19
A,v37,32
B,v37,34
C,v37,27
D,v37,54
E,v37,22
F,v37,58
G,v37,38
H,v37,40
I,v37,29
J,v37,29
A,v36,27
B,v36,31
C,v36,30
D,v36,28
E,v36,47
F,v36,31
G,v36,34
H,v36,38
I,v36,39
J,v36,23
A,v35,26
B,v35,24
C,v35,26
D,v35,27
E,v35,30
F,v35,32
G,v35,20
H,v35,55
I,v35,31
J,v35,52
A,v34,20
B,v34,28
C,v34,46
D,v34,35
E,v34,40
F,v34,46
G,v34,47
H,v34,22
I,v34,55
J,v34,33
A,v33,74
B,v33,36
C,v33,25
D,v33,34
E,v33,36
F,v33,41
G,v33,20
H,v33,28
I,v33,23
J,v33,43
A,v32,42
B,v32,31
C,v32,37
D,v32,32
E,v32,59
F,v32,25
G,v32,37
H,v32,31
I,v32,30
J,v32,54
A,v31,36
B,v31,67
C,v31,48
D,v31,26
E,v31,23
F,v31,29
G,v31,30
H,v31,28
I,v31,18
J,v31,28
A,v30,19
B,v30,28
C,v30,35
D,v30,35
E,v30,28
F,v30,40
G,v30,41
H,v30,52
I,v30,24
J,v30,14
A,v29,38
B,v29,23
C,v29,58
D,v29,41
E,v29,34
F,v29,23
G,v29,37
H,v29,28
I,v29,39
J,v29,55
A,v28,32
