group,variable,value
A,v40,34
B,v40,22
C,v40,45
D,v40,26
E,v40,23
F,v40,34
G,v40,26
H,v40,30
I,v40,34
J,v40,27
A,v39,27
B,v39,30
C,v39,25
D,v39,42
E,v39,46
F,v39,40
G,v39,28
H,v39,27
I,v39,20
J,v39,90
A,v38,40
B,v38,28
C,v38,31
D,v38,24
E,v38,21
F,v38,31
G,v38,50
H,v38,36
I,v38,23
J,v38,28
A,v37,33
B,v37,30
C,v37,28
D,v37,76
E,v37,30
F,v37,23
G,v37,20
H,v37,30
I,v37,24
J,v37,29
A,v36,44
B,v36,40
C,v36,42
D,v36,24
E,v36,32
F,v36,44
G,v36,44
H,v36,27
I,v36,38
J,v36,21
A,v35,25
B,v35,29
C,v35,36
D,v35,29
E,v35,52
F,v35,31
G,v35,24
H,v35,70
I,v35,10
J,v35,30
A,v34,44
B,v34,25
C,v34,27
D,v34,39
E,v34,38
F,v34,74
G,v34,29
H,v34,48
I,v34,57
J,v34,39
A,v33,33
B,v33,27
C,v33,27
D,v33,40
E,v33,51
F,v33,41
G,v33,55
H,v33,26
I,v33,32
J,v33,68
A,v32,36
B,v32,30
C,v32,25
D,v32,22
E,v32,21
F,v32,48
G,v32,38
H,v32,26
I,v32,35
J,v32,32
A,v31,37
B,v31,28
C,v31,36
D,v31,151
E,v31,54
F,v31,40
G,v31,47
H,v31,24
I,v31,40
J,v31,19
A,v30,27
B,v30,19
C,v30,41
D,v30,34
E,v30,44
F,v30,37
G,v30,36
H,v30,30
I,v30,39
J,v30,33
A,v29,29
B,v29,18
C,v29,47
D,v29,25
E,v29,68
F,v29,52
G,v29,30
H,v29,36
I,v29,41
J,v29,54
A,v28,65
B,v28,29
C,v28,28
D,v28,69
E,v28,18
F,v28,44
G,v28,19
H,v28,54
I,v28,86
J,v28,31
A,v27,76
B,v27,53
C,v27,49
D,v27,49
E,v27,47
F,v27,40
G,v27,23
H,v27,50
I,v27,37
J,v27,43
A,v26,42
B,v26,28
C,v26,26
D,v26,35
E,v26,29
F,v26,50
G,v26,30
H,v26,40
I,v26,53
J,v26,40
A,v25,54
B,v25,17
C,v25,27
D,v25,24
E,v25,28
F,v25,42
G,v25,18
H,v25,23
I,v25,38
J,v25,22
