group,variable,value
A,v40,31
B,v40,32
C,v40,28
D,v40,28
E,v40,27
F,v40,38
G,v40,26
H,v40,30
I,v40,32
J,v40,56
A,v39,48
B,v39,19
C,v39,52
D,v39,40
E,v39,47
F,v39,25
G,v39,54
H,v39,45
I,v39,43
J,v39,21
A,v38,46
B,v38,131
C,v38,23
D,v38,28
E,v38,38
F,v38,34
G,v38,34
H,v38,41
I,v38,31
J,v38,31
A,v37,35
B,v37,25
C,v37,30
D,v37,41
E,v37,30
F,v37,28
G,v37,32
H,v37,21
I,v37,33
J,v37,32
A,v36,36
B,v36,24
C,v36,27
D,v36,26
E,v36,28
F,v36,46
G,v36,29
H,v36,74
I,v36,40
J,v36,48
A,v35,35
B,v35,32
C,v35,82
D,v35,33
E,v35,51
F,v35,34
G,v35,27
H,v35,54
I,v35,25
J,v35,34
A,v34,25
B,v34,20
C,v34,40
D,v34,42
E,v34,41
F,v34,28
G,v34,33
H,v34,34
I,v34,30
J,v34,55
A,v33,30
B,v33,42
C,v33,40
D,v33,29
E,v33,26
F,v33,25
G,v33,33
H,v33,37
I,v33,84
J,v33,140
A,v32,54
B,v32,21
C,v32,31
D,v32,30
E,v32,18
F,v32,19
G,v32,36
H,v32,64
I,v32,26
J,v32,25
A,v31,21
B,v31,31
C,v31,46
D,v31,32
E,v31,42
F,v31,37
G,v31,42
H,v31,45
I,v31,25
J,v31,72
A,v30,37
B,v30,39
C,v30,27
D,v30,40
E,v30,24
F,v30,26
G,v30,41
H,v30,42
I,v30,29
J,v30,29
A,v29,0
B,v29,39
C,v29,37
D,v29,29
E,v29,55
F,v29,29
G,v29,27
