group,variable,value
A,v40,39
B,v40,28
C,v40,23
D,v40,83
E,v40,42
F,v40,28
G,v40,32
H,v40,42
I,v40,33
J,v40,23
A,v39,29
B,v39,74
C,v39,24
D,v39,23
E,v39,18
F,v39,49
G,v39,29
H,v39,21
I,v39,40
J,v39,54
A,v38,25
B,v38,62
C,v38,57
D,v38,50
E,v38,29
F,v38,43
G,v38,26
H,v38,36
I,v38,26
J,v38,26
A,v37,33
B,v37,47
C,v37,37
D,v37,48
E,v37,36
F,v37,28
G,v37,48
H,v37,42
I,v37,39
J,v37,40
A,v36,96
B,v36,22
C,v36,19
D,v36,57
E,v36,25
F,v36,37
G,v36,52
H,v36,28
I,v36,48
J,v36,59
A,v35,31
B,v35,23
C,v35,74
D,v35,42
E,v35,39
F,v35,26
G,v35,40
H,v35,84
I,v35,81
J,v35,53
A,v34,34
B,v34,42
C,v34,40
D,v34,49
E,v34,32
F,v34,28
G,v34,30
H,v34,25
I,v34,40
J,v34,29
A,v33,25
B,v33,35
C,v33,29
D,v33,24
E,v33,49
F,v33,31
G,v33,30
H,v33,47
I,v33,34
J,v33,47
A,v32,28
B,v32,56
C,v32,24
D,v32,36
E,v32,31
F,v32,19
G,v32,26
H,v32,119
I,v32,32
J,v32,36
A,v31,36
B,v31,70
C,v31,59
D,v31,34
E,v31,26
F,v31,36
G,v31,48
H,v31,83
I,v31,36
J,v31,35
A,v30,36
B,v30,78
C,v30,48
D,v30,43
E,v30,35
F,v30,47
G,v30,28
H,v30,32
I,v30,52
J,v30,16
A,v29,39
B,v29,53
C,v29,26
D,v29,47
E,v29,74
F,v29,25
G,v29,28
H,v29,31
I,v29,47
J,v29,33
A,v28,30
B,v28,32
C,v28,18
D,v28,27
E,v28,31
F,v28,62
G,v28,26
H,v28,70
I,v28,35
J,v28,27
A,v27,35
B,v27,105
C,v27,33
D,v27,20
E,v27,28
F,v27,20
G,v27,29
H,v27,28
I,v27,27
J,v27,24
A,v26,28
B,v26,40
C,v26,20
D,v26,18
E,v26,32
F,v26,28
G,v26,40
H,v26,24
