group,variable,value
A,v40,23
B,v40,30
C,v40,40
D,v40,24
E,v40,41
F,v40,31
G,v40,28
H,v40,32
I,v40,52
J,v40,28
A,v39,22
B,v39,41
C,v39,76
D,v39,32
E,v39,24
F,v39,56
G,v39,30
H,v39,37
I,v39,40
J,v39,37
A,v38,30
B,v38,25
C,v38,29
D,v38,32
E,v38,27
F,v38,42
G,v38,79
H,v38,32
I,v38,34
J,v38,28
A,v37,48
B,v37,46
C,v37,12
D,v37,36
E,v37,78
F,v37,20
G,v37,35
H,v37,46
I,v37,53
J,v37,30
A,v36,30
B,v36,38
C,v36,73
D,v36,44
E,v36,32
F,v36,30
G,v36,34
H,v36,19
I,v36,20
J,v36,33
A,v35,42
B,v35,39
C,v35,42
D,v35,33
E,v35,56
F,v35,33
G,v35,53
H,v35,70
I,v35,35
J,v35,40
A,v34,32
B,v34,31
C,v34,30
D,v34,36
E,v34,21
F,v34,34
G,v34,35
H,v34,24
I,v34,28
J,v34,25
A,v33,38
B,v33,34
C,v33,26
D,v33,32
E,v33,22
F,v33,33
G,v33,35
H,v33,35
I,v33,34
J,v33,26
A,v32,28
B,v32,24
C,v32,57
D,v32,24
E,v32,41
F,v32,27
G,v32,31
H,v32,66
I,v32,27
J,v32,26
A,v31,33
B,v31,38
C,v31,83
D,v31,24
E,v31,28
F,v31,51
G,v31,54
H,v31,50
I,v31,32
J,v31,23
A,v30,38
B,v30,36
C,v30,39
D,v30,27
E,v30,43
F,v30,46
