group,variable,value
A,v40,43
B,v40,32
C,v40,70
D,v40,30
E,v40,29
F,v40,36
G,v40,29
H,v40,27
I,v40,19
J,v40,30
A,v39,27
B,v39,22
C,v39,39
D,v39,26
E,v39,30
F,v39,28
G,v39,22
H,v39,21
I,v39,28
J,v39,26
A,v38,21
B,v38,31
C,v38,29
D,v38,31
E,v38,40
F,v38,30
G,v38,21
H,v38,23
I,v38,31
J,v38,29
A,v37,23
B,v37,29
C,v37,45
D,v37,38
E,v37,27
F,v37,28
G,v37,20
H,v37,30
I,v37,28
J,v37,24
A,v36,21
B,v36,45
C,v36,26
D,v36,29
E,v36,19
F,v36,21
G,v36,21
H,v36,27
I,v36,38
J,v36,28
A,v35,23
B,v35,35
C,v35,29
D,v35,45
E,v35,42
F,v35,22
G,v35,24
H,v35,40
I,v35,37
J,v35,29
A,v34,21
B,v34,29
C,v34,26
D,v34,26
E,v34,38
F,v34,38
G,v34,28
H,v34,25
I,v34,47
J,v34,32
A,v33,35
B,v33,54
C,v33,35
D,v33,20
E,v33,32
F,v33,45
G,v33,32
H,v33,29
I,v33,23
J,v33,34
A,v32,29
B,v32,47
C,v32,28
D,v32,22
E,v32,25
F,v32,23
G,v32,28
H,v32,31
I,v32,21
J,v32,24
A,v31,24
B,v31,73
C,v31,27
D,v31,36
E,v31,42
F,v31,32
G,v31,33
H,v31,36
I,v31,38
J,v31,28
A,v30,35
B,v30,31
C,v30,20
D,v30,23
E,v30,30
F,v30,38
G,v30,32
H,v30,32
I,v30,39
J,v30,34
A,v29,2
B,v29,17
C,v29,30
D,v29,31
E,v29,43
F,v29,18
G,v29,34
H,v29,34
I,v29,30
J,v29,38
A,v28,26
B,v28,33
C,v28,31
D,v28,26
E,v28,38
F,v28,51
