group,variable,value
A,v40,78
B,v40,30
C,v40,28
D,v40,48
E,v40,28
F,v40,25
G,v40,67
H,v40,26
I,v40,38
J,v40,44
A,v39,32
B,v39,23
C,v39,41
D,v39,38
E,v39,29
F,v39,40
G,v39,40
H,v39,33
I,v39,57
J,v39,22
A,v38,38
B,v38,24
C,v38,50
D,v38,28
E,v38,41
F,v38,26
G,v38,31
H,v38,22
I,v38,27
J,v38,37
A,v37,38
B,v37,33
C,v37,42
D,v37,28
E,v37,35
F,v37,23
G,v37,32
H,v37,38
I,v37,31
J,v37,41
A,v36,38
B,v36,42
C,v36,26
D,v36,27
E,v36,35
F,v36,50
G,v36,29
H,v36,112
I,v36,36
J,v36,35
A,v35,30
B,v35,38
C,v35,20
D,v35,50
E,v35,44
F,v35,33
G,v35,31
H,v35,32
I,v35,43
J,v35,28
A,v34,39
B,v34,54
C,v34,34
D,v34,72
E,v34,49
F,v34,38
G,v34,35
H,v34,36
I,v34,36
J,v34,36
A,v33,27
B,v33,46
C,v33,41
D,v33,22
E,v33,20
F,v33,34
G,v33,32
H,v33,21
I,v33,50
J,v33,31
A,v32,35
B,v32,42
C,v32,74
D,v32,36
E,v32,40
F,v32,28
G,v32,26
H,v32,41
I,v32,24
J,v32,38
A,v31,34
B,v31,25
C,v31,37
D,v31,26
E,v31,35
F,v31,42
G,v31,41
H,v31,33
I,v31,27
J,v31,35
A,v30,34
B,v30,39
C,v30,33
D,v30,58
E,v30,31
F,v30,40
G,v30,40
H,v30,30
I,v30,38
J,v30,51
A,v29,29
B,v29,37
C,v29,30
D,v29,87
E,v29,116
F,v29,20
G,v29,48
H,v29,45
I,v29,32
J,v29,34
A,v28,35
B,v28,29
C,v28,27
D,v28,61
E,v28,25
F,v28,29
G,v28,25
H,v28,32
