group,variable,value
A,v40,36
B,v40,25
C,v40,33
D,v40,25
E,v40,38
F,v40,25
G,v40,36
H,v40,27
I,v40,32
J,v40,23
A,v39,22
B,v39,30
C,v39,34
D,v39,42
E,v39,23
F,v39,32
G,v39,30
H,v39,25
I,v39,31
J,v39,30
A,v38,25
B,v38,23
C,v38,64
D,v38,24
E,v38,29
F,v38,20
G,v38,26
H,v38,39
I,v38,30
J,v38,44
A,v37,26
B,v37,39
C,v37,27
D,v37,31
E,v37,31
F,v37,26
G,v37,22
H,v37,36
I,v37,33
J,v37,25
A,v36,31
B,v36,26
C,v36,28
D,v36,45
E,v36,43
F,v36,32
G,v36,36
H,v36,29
I,v36,31
J,v36,38
A,v35,30
B,v35,31
C,v35,23
D,v35,21
E,v35,38
F,v35,18
G,v35,29
H,v35,42
I,v35,31
J,v35,58
A,v34,30
B,v34,34
C,v34,25
D,v34,36
E,v34,29
F,v34,56
G,v34,32
H,v34,25
I,v34,33
J,v34,22
A,v33,47
B,v33,30
C,v33,70
D,v33,55
E,v33,70
F,v33,29
G,v33,21
H,v33,27
I,v33,31
J,v33,26
A,v32,36
B,v32,30
C,v32,23
D,v32,89
E,v32,29
F,v32,40
G,v32,20
H,v32,20
I,v32,22
J,v32,24
A,v31,19
B,v31,26
C,v31,29
D,v31,39
E,v31,24
F,v31,31
G,v31,20
H,v31,44
I,v31,29
J,v31,26
A,v30,28
B,v30,21
C,v30,25
D,v30,21
E,v30,23
F,v30,20
G,v30,21
H,v30,44
I,v30,26
J,v30,28
A,v29,29
B,v29,41
C,v29,25
D,v29,42
E,v29,20
F,v29,26
