group,variable,value
A,v40,85
B,v40,31
C,v40,60
D,v40,39
E,v40,59
F,v40,28
G,v40,34
H,v40,34
I,v40,34
J,v40,34
A,v39,44
B,v39,29
C,v39,125
D,v39,49
E,v39,25
F,v39,62
G,v39,36
H,v39,80
I,v39,33
J,v39,18
A,v38,58
B,v38,35
C,v38,23
D,v38,46
E,v38,32
F,v38,40
G,v38,28
H,v38,32
I,v38,33
J,v38,28
A,v37,32
B,v37,36
C,v37,45
D,v37,44
E,v37,31
F,v37,30
G,v37,31
H,v37,47
I,v37,26
J,v37,22
A,v36,35
B,v36,25
C,v36,52
D,v36,20
E,v36,17
F,v36,74
G,v36,30
H,v36,43
I,v36,23
J,v36,35
A,v35,131
B,v35,20
C,v35,28
D,v35,38
E,v35,29
F,v35,24
G,v35,23
H,v35,29
I,v35,43
J,v35,40
A,v34,29
B,v34,30
C,v34,34
D,v34,40
E,v34,30
F,v34,64
G,v34,39
H,v34,34
I,v34,20
J,v34,36
A,v33,39
B,v33,26
C,v33,25
D,v33,27
E,v33,21
F,v33,33
G,v33,41
H,v33,22
I,v33,37
J,v33,27
A,v32,23
B,v32,30
C,v32,47
D,v32,23
E,v32,24
F,v32,36
G,v32,76
H,v32,26
I,v32,29
J,v32,54
A,v31,26
B,v31,23
C,v31,33
D,v31,22
E,v31,40
F,v31,38
G,v31,27
H,v31,26
I,v31,25
J,v31,26
A,v30,31
B,v30,30
C,v30,28
D,v30,31
E,v30,22
F,v30,64
G,v30,54
H,v30,58
I,v30,49
J,v30,4
A,v29,20
B,v29,42
C,v29,39
D,v29,20
