group,variable,value
A,v40,28
B,v40,27
C,v40,22
D,v40,30
E,v40,52
F,v40,25
G,v40,30
H,v40,25
I,v40,17
J,v40,21
A,v39,26
B,v39,29
C,v39,27
D,v39,72
E,v39,23
F,v39,42
G,v39,32
H,v39,41
I,v39,32
J,v39,23
A,v38,18
B,v38,21
C,v38,33
D,v38,16
E,v38,19
F,v38,18
G,v38,33
H,v38,21
I,v38,20
J,v38,42
A,v37,46
B,v37,44
C,v37,46
D,v37,40
E,v37,30
F,v37,28
G,v37,51
H,v37,31
I,v37,29
J,v37,29
A,v36,58
B,v36,50
C,v36,35
D,v36,31
E,v36,38
F,v36,29
G,v36,40
H,v36,33
I,v36,23
J,v36,22
A,v35,29
B,v35,36
C,v35,32
D,v35,37
E,v35,32
F,v35,31
G,v35,31
H,v35,41
I,v35,23
J,v35,36
A,v34,26
B,v34,40
C,v34,18
D,v34,44
E,v34,31
F,v34,42
G,v34,35
H,v34,82
I,v34,58
J,v34,22
A,v33,27
B,v33,34
C,v33,42
D,v33,23
E,v33,47
F,v33,41
G,v33,38
H,v33,23
I,v33,20
J,v33,38
A,v32,68
B,v32,48
C,v32,46
D,v32,43
E,v32,25
F,v32,30
G,v32,37
H,v32,30
I,v32,26
J,v32,38
A,v31,49
B,v31,48
C,v31,40
D,v31,24
E,v31,36
F,v31,29
G,v31,20
H,v31,28
I,v31,32
J,v31,31
A,v30,33
B,v30,42
C,v30,50
D,v30,48
E,v30,67
F,v30,76
G,v30,31
H,v30,25
I,v30,70
J,v30,43
A,v29,60
B,v29,39
C,v29,46
D,v29,54
E,v29,29
F,v29,78
G,v29,33
H,v29,54
I,v29,39
J,v29,23
A,v28,31
