group,variable,value
A,v40,100
B,v40,30
C,v40,30
D,v40,28
E,v40,26
F,v40,22
G,v40,22
H,v40,38
I,v40,27
J,v40,42
A,v39,54
B,v39,25
C,v39,54
D,v39,63
E,v39,29
F,v39,36
G,v39,25
H,v39,30
I,v39,19
J,v39,28
A,v38,40
B,v38,23
C,v38,24
D,v38,25
E,v38,30
F,v38,36
G,v38,36
H,v38,32
I,v38,49
J,v38,40
A,v37,37
B,v37,54
C,v37,32
D,v37,39
E,v37,47
F,v37,36
G,v37,26
H,v37,29
I,v37,25
J,v37,42
A,v36,67
B,v36,21
C,v36,44
D,v36,29
E,v36,40
F,v36,23
G,v36,38
H,v36,29
I,v36,25
J,v36,23
A,v35,26
B,v35,56
C,v35,40
D,v35,54
E,v35,32
F,v35,33
G,v35,32
H,v35,35
I,v35,49
J,v35,32
A,v34,75
B,v34,39
C,v34,26
D,v34,26
E,v34,41
F,v34,44
G,v34,38
H,v34,22
I,v34,61
J,v34,90
A,v33,32
B,v33,44
C,v33,36
D,v33,24
E,v33,28
F,v33,18
G,v33,32
H,v33,50
I,v33,33
J,v33,87
A,v32,26
B,v32,43
C,v32,46
D,v32,42
E,v32,23
F,v32,31
G,v32,42
H,v32,33
I,v32,28
J,v32,36
A,v31,35
B,v31,39
C,v31,46
D,v31,47
E,v31,31
F,v31,28
G,v31,32
H,v31,78
I,v31,40
J,v31,40
A,v30,27
B,v30,25
C,v30,50
D,v30,30
E,v30,31
F,v30,47
G,v30,39
H,v30,42
I,v30,36
J,v30,44
A,v29,33
B,v29,38
C,v29,42
D,v29,25
E,v29,43
F,v29,26
G,v29,26
H,v29,37
I,v29,27
J,v29,39
A,v28,31
B,v28,27
C,v28,42
D,v28,34
E,v28,34
F,v28,34
G,v28,45
H,v28,44
I,v28,53
J,v28,27
A,v27,43
B,v27,82
C,v27,36
D,v27,55
E,v27,32
F,v27,18
G,v27,28
