group,variable,value
A,v40,53
B,v40,23
C,v40,38
D,v40,31
E,v40,46
F,v40,40
G,v40,68
H,v40,40
I,v40,45
J,v40,39
A,v39,22
B,v39,64
C,v39,44
D,v39,69
E,v39,24
F,v39,35
G,v39,46
H,v39,30
I,v39,48
J,v39,35
A,v38,35
B,v38,41
C,v38,23
D,v38,32
E,v38,22
F,v38,65
G,v38,41
H,v38,33
I,v38,29
J,v38,28
A,v37,18
B,v37,33
C,v37,76
D,v37,54
E,v37,38
F,v37,24
G,v37,7
H,v37,21
I,v37,26
J,v37,39
A,v36,31
B,v36,29
C,v36,22
D,v36,76
E,v36,23
F,v36,46
G,v36,21
H,v36,34
I,v36,25
J,v36,36
A,v35,37
B,v35,42
C,v35,31
D,v35,51
E,v35,56
F,v35,21
G,v35,52
H,v35,23
I,v35,23
J,v35,33
A,v34,28
B,v34,33
C,v34,42
D,v34,32
E,v34,41
F,v34,27
G,v34,38
H,v34,52
I,v34,25
J,v34,27
A,v33,42
B,v33,44
C,v33,40
D,v33,32
E,v33,30
F,v33,26
G,v33,40
H,v33,23
I,v33,26
J,v33,28
A,v32,54
B,v32,22
C,v32,33
D,v32,22
E,v32,20
F,v32,25
G,v32,52
H,v32,24
I,v32,38
J,v32,29
A,v31,31
B,v31,31
C,v31,27
D,v31,39
E,v31,46
F,v31,37
G,v31,33
H,v31,36
I,v31,52
J,v31,79
A,v30,31
