group,variable,value
A,v40,45
B,v40,45
C,v40,22
D,v40,42
E,v40,26
F,v40,71
G,v40,21
H,v40,28
I,v40,27
J,v40,29
A,v39,22
B,v39,39
C,v39,32
D,v39,27
E,v39,23
F,v39,25
G,v39,36
H,v39,155
I,v39,53
J,v39,29
A,v38,25
B,v38,37
C,v38,30
D,v38,55
E,v38,33
F,v38,31
G,v38,39
H,v38,39
I,v38,23
J,v38,18
A,v37,38
B,v37,19
C,v37,40
D,v37,27
E,v37,35
F,v37,21
G,v37,35
H,v37,27
I,v37,40
J,v37,37
A,v36,41
B,v36,47
C,v36,26
D,v36,24
E,v36,20
F,v36,21
G,v36,22
H,v36,36
I,v36,31
J,v36,24
A,v35,31
B,v35,64
C,v35,33
D,v35,38
E,v35,42
F,v35,33
G,v35,24
H,v35,22
I,v35,32
J,v35,58
A,v34,38
B,v34,26
C,v34,49
D,v34,20
E,v34,54
F,v34,35
G,v34,41
H,v34,70
I,v34,52
J,v34,34
A,v33,39
B,v33,41
C,v33,28
D,v33,22
E,v33,30
F,v33,26
G,v33,30
H,v33,69
I,v33,36
J,v33,45
A,v32,41
B,v32,36
C,v32,39
D,v32,29
E,v32,32
F,v32,36
G,v32,13
H,v32,44
I,v32,22
J,v32,47
A,v31,21
B,v31,5
C,v31,47
D,v31,54
E,v31,33
F,v31,78
G,v31,40
H,v31,57
I,v31,29
J,v31,34
A,v30,38
B,v30,33
C,v30,32
D,v30,31
E,v30,38
F,v30,72
G,v30,19
H,v30,40
I,v30,54
J,v30,30
A,v29,32
B,v29,22
C,v29,71
D,v29,32
E,v29,44
F,v29,73
G,v29,26
H,v29,55
I,v29,49
J,v29,27
A,v28,17
B,v28,39
C,v28,26
D,v28,36
E,v28,41
F,v28,35
G,v28,28
H,v28,40
I,v28,64
J,v28,27
A,v27,24
B,v27,56
C,v27,58
D,v27,11
E,v27,25
