group,variable,value
A,v40,31
B,v40,40
C,v40,27
D,v40,35
E,v40,36
F,v40,30
G,v40,32
H,v40,30
I,v40,30
J,v40,42
A,v39,30
B,v39,26
C,v39,26
D,v39,26
E,v39,38
F,v39,27
G,v39,27
H,v39,32
I,v39,42
J,v39,23
A,v38,52
B,v38,46
C,v38,22
D,v38,42
E,v38,39
F,v38,38
G,v38,24
H,v38,30
I,v38,23
J,v38,16
A,v37,56
B,v37,18
C,v37,40
D,v37,32
E,v37,25
F,v37,28
G,v37,26
H,v37,18
I,v37,21
J,v37,22
A,v36,30
B,v36,24
C,v36,33
D,v36,41
E,v36,24
F,v36,26
G,v36,29
H,v36,36
I,v36,22
J,v36,24
A,v35,28
B,v35,53
C,v35,25
D,v35,32
E,v35,27
F,v35,32
G,v35,33
H,v35,31
I,v35,32
J,v35,31
A,v34,41
B,v34,31
C,v34,21
D,v34,23
E,v34,27
F,v34,41
G,v34,44
H,v34,20
I,v34,20
J,v34,40
A,v33,24
B,v33,16
C,v33,21
D,v33,27
E,v33,46
F,v33,30
G,v33,30
H,v33,30
I,v33,20
J,v33,25
A,v32,33
B,v32,28
C,v32,41
D,v32,35
E,v32,28
F,v32,50
G,v32,40
H,v32,44
I,v32,26
J,v32,20
A,v31,23
B,v31,24
C,v31,25
D,v31,26
E,v31,31
F,v31,32
G,v31,56
H,v31,28
I,v31,26
J,v31,25
A,v30,33
B,v30,36
C,v30,20
D,v30,40
E,v30,28
F,v30,28
G,v30,47
H,v30,19
I,v30,42
J,v30,27
A,v29,18
B,v29,31
C,v29,22
D,v29,150
E,v29,52
F,v29,47
G,v29,28
H,v29,27
I,v29,45
J,v29,58
A,v28,47
B,v28,22
C,v28,20
D,v28,20
E,v28,38
F,v28,43
G,v28,24
