group,variable,value
A,v40,85
B,v40,29
C,v40,36
D,v40,40
E,v40,18
F,v40,37
G,v40,31
H,v40,28
I,v40,32
J,v40,21
A,v39,32
B,v39,26
C,v39,55
D,v39,22
E,v39,20
F,v39,53
G,v39,34
H,v39,24
I,v39,38
J,v39,35
A,v38,32
B,v38,49
C,v38,29
D,v38,30
E,v38,43
F,v38,22
G,v38,38
H,v38,28
I,v38,79
J,v38,22
A,v37,52
B,v37,23
C,v37,24
D,v37,30
E,v37,36
F,v37,32
G,v37,37
H,v37,30
I,v37,40
J,v37,25
A,v36,26
B,v36,25
C,v36,41
D,v36,25
E,v36,29
F,v36,29
G,v36,36
H,v36,33
I,v36,20
J,v36,74
A,v35,68
B,v35,18
C,v35,31
D,v35,39
E,v35,49
F,v35,35
G,v35,54
H,v35,36
I,v35,31
J,v35,20
A,v34,39
B,v34,49
C,v34,26
D,v34,33
E,v34,39
F,v34,30
G,v34,54
H,v34,40
I,v34,38
J,v34,28
A,v33,42
B,v33,32
C,v33,27
D,v33,24
E,v33,26
F,v33,29
G,v33,28
H,v33,22
I,v33,29
J,v33,16
A,v32,28
B,v32,21
C,v32,22
D,v32,38
E,v32,35
F,v32,36
G,v32,37
H,v32,20
I,v32,37
J,v32,21
A,v31,16
B,v31,29
C,v31,27
D,v31,56
E,v31,24
F,v31,50
G,v31,19
H,v31,25
I,v31,24
J,v31,38
A,v30,26
B,v30,30
C,v30,23
D,v30,22
E,v30,37
F,v30,38
G,v30,30
H,v30,27
I,v30,25
J,v30,29
A,v29,22
B,v29,21
C,v29,29
D,v29,25
E,v29,20
F,v29,24
G,v29,24
H,v29,32
I,v29,20
J,v29,21
A,v28,20
