group,variable,value
A,v40,27
B,v40,21
C,v40,21
D,v40,23
E,v40,32
F,v40,34
G,v40,38
H,v40,33
I,v40,51
J,v40,25
A,v39,27
B,v39,72
C,v39,32
D,v39,22
E,v39,36
F,v39,31
G,v39,57
H,v39,28
I,v39,28
J,v39,45
A,v38,31
B,v38,59
C,v38,53
D,v38,42
E,v38,32
F,v38,48
G,v38,40
H,v38,25
I,v38,22
J,v38,32
A,v37,23
B,v37,28
C,v37,28
D,v37,27
E,v37,35
F,v37,22
G,v37,24
H,v37,25
I,v37,33
J,v37,36
A,v36,38
B,v36,36
C,v36,35
D,v36,36
E,v36,21
F,v36,32
G,v36,40
H,v36,32
I,v36,41
J,v36,24
A,v35,44
B,v35,53
C,v35,33
D,v35,29
E,v35,51
F,v35,26
G,v35,40
H,v35,25
I,v35,32
J,v35,31
A,v34,39
B,v34,18
C,v34,68
D,v34,31
E,v34,19
F,v34,20
G,v34,42
H,v34,25
I,v34,29
J,v34,49
A,v33,25
B,v33,30
C,v33,30
D,v33,49
E,v33,49
F,v33,33
G,v33,22
H,v33,30
I,v33,32
J,v33,36
A,v32,35
B,v32,34
C,v32,19
D,v32,43
E,v32,45
F,v32,52
G,v32,32
H,v32,26
I,v32,28
J,v32,23
A,v31,23
B,v31,41
C,v31,24
D,v31,17
E,v31,15
F,v31,34
G,v31,38
H,v31,26
I,v31,48
J,v31,48
A,v30,44
B,v30,18
C,v30,24
D,v30,33
E,v30,28
F,v30,29
G,v30,33
H,v30,50
I,v30,64
J,v30,16
A,v29,23
B,v29,34
C,v29,19
D,v29,33
E,v29,24
F,v29,35
G,v29,43
H,v29,26
I,v29,32
J,v29,22
A,v28,49
B,v28,23
C,v28,40
D,v28,31
E,v28,26
F,v28,16
G,v28,46
H,v28,25
I,v28,27
J,v28,26
A,v27,39
B,v27,24
C,v27,33
D,v27,22
E,v27,33
F,v27,26
G,v27,23
H,v27,46
I,v27,28
J,v27,30
A,v26,33
B,v26,26
C,v26,23
D,v26,25
E,v26,25
F,v26,30
G,v26,24
H,v26,38
I,v26,30
