group,variable,value
A,v40,54
B,v40,27
C,v40,26
D,v40,28
E,v40,24
F,v40,40
G,v40,60
H,v40,18
I,v40,40
J,v40,24
A,v39,38
B,v39,36
C,v39,40
D,v39,34
E,v39,23
F,v39,35
G,v39,29
H,v39,34
I,v39,52
J,v39,25
A,v38,44
B,v38,31
C,v38,31
D,v38,56
E,v38,42
F,v38,40
G,v38,37
H,v38,36
I,v38,31
J,v38,26
A,v37,63
B,v37,25
C,v37,44
D,v37,24
E,v37,54
F,v37,18
G,v37,24
H,v37,33
I,v37,37
J,v37,42
A,v36,24
B,v36,54
C,v36,40
D,v36,37
E,v36,33
F,v36,24
G,v36,28
H,v36,26
I,v36,40
J,v36,48
A,v35,37
B,v35,31
C,v35,33
D,v35,49
E,v35,54
F,v35,23
G,v35,19
H,v35,29
I,v35,48
J,v35,41
A,v34,33
B,v34,30
C,v34,30
D,v34,26
E,v34,36
F,v34,26
G,v34,24
H,v34,21
I,v34,24
J,v34,22
A,v33,33
B,v33,38
C,v33,43
D,v33,21
E,v33,22
F,v33,24
G,v33,22
H,v33,22
I,v33,24
J,v33,25
A,v32,34
B,v32,45
C,v32,35
D,v32,44
E,v32,27
F,v32,30
G,v32,33
H,v32,21
I,v32,14
J,v32,28
A,v31,71
B,v31,30
C,v31,33
D,v31,23
E,v31,24
F,v31,22
G,v31,21
H,v31,36
I,v31,32
J,v31,28
A,v30,29
B,v30,28
C,v30,41
D,v30,52
E,v30,31
F,v30,41
G,v30,26
H,v30,26
I,v30,21
J,v30,27
A,v29,20
B,v29,20
C,v29,47
D,v29,35
E,v29,26
