group,variable,value
A,v40,52
B,v40,33
C,v40,48
D,v40,22
E,v40,18
F,v40,22
G,v40,21
H,v40,38
I,v40,28
J,v40,24
A,v39,24
B,v39,29
C,v39,32
D,v39,34
E,v39,59
F,v39,31
G,v39,31
H,v39,20
I,v39,15
J,v39,27
A,v38,23
B,v38,22
C,v38,20
D,v38,16
E,v38,37
F,v38,22
G,v38,41
H,v38,53
I,v38,44
J,v38,27
A,v37,26
B,v37,35
C,v37,20
D,v37,24
E,v37,25
F,v37,20
G,v37,39
H,v37,38
I,v37,26
J,v37,31
A,v36,23
B,v36,25
C,v36,37
D,v36,32
E,v36,20
F,v36,19
G,v36,34
H,v36,46
I,v36,20
J,v36,32
A,v35,24
B,v35,28
C,v35,24
D,v35,48
E,v35,46
F,v35,34
G,v35,30
H,v35,30
I,v35,35
J,v35,22
A,v34,26
B,v34,22
C,v34,38
D,v34,38
E,v34,24
F,v34,28
G,v34,31
H,v34,36
I,v34,41
J,v34,22
A,v33,20
B,v33,34
C,v33,50
D,v33,30
E,v33,19
F,v33,18
G,v33,22
H,v33,41
I,v33,29
J,v33,20
A,v32,29
B,v32,18
C,v32,30
D,v32,40
E,v32,40
F,v32,26
G,v32,22
H,v32,24
I,v32,33
J,v32,29
A,v31,53
B,v31,37
C,v31,36
D,v31,32
E,v31,70
F,v31,38
G,v31,36
H,v31,33
I,v31,33
J,v31,41
A,v30,39
B,v30,31
C,v30,21
D,v30,20
E,v30,20
F,v30,26
G,v30,27
H,v30,38
I,v30,26
J,v30,36
A,v29,25
B,v29,23
C,v29,34
D,v29,29
E,v29,40
F,v29,32
G,v29,42
H,v29,25
I,v29,34
J,v29,27
A,v28,41
B,v28,54
C,v28,71
D,v28,31
