group,variable,value
A,v40,34
B,v40,49
C,v40,29
D,v40,30
E,v40,40
F,v40,31
G,v40,31
H,v40,26
I,v40,32
J,v40,28
A,v39,50
B,v39,20
C,v39,31
D,v39,18
E,v39,45
F,v39,30
G,v39,25
H,v39,21
I,v39,31
J,v39,21
A,v38,32
B,v38,36
C,v38,34
D,v38,22
E,v38,25
F,v38,40
G,v38,32
H,v38,26
I,v38,36
J,v38,14
A,v37,34
B,v37,25
C,v37,30
D,v37,31
E,v37,23
F,v37,31
G,v37,40
H,v37,15
I,v37,32
J,v37,30
A,v36,28
B,v36,19
C,v36,17
D,v36,37
E,v36,34
F,v36,30
G,v36,24
H,v36,38
I,v36,50
J,v36,22
A,v35,33
B,v35,33
C,v35,36
D,v35,38
E,v35,20
F,v35,32
G,v35,28
H,v35,24
I,v35,29
J,v35,45
A,v34,33
B,v34,20
C,v34,25
D,v34,24
E,v34,31
F,v34,31
G,v34,28
H,v34,51
I,v34,30
J,v34,22
A,v33,32
B,v33,21
C,v33,29
D,v33,36
E,v33,43
F,v33,44
G,v33,28
H,v33,36
I,v33,21
J,v33,52
A,v32,53
B,v32,26
C,v32,54
D,v32,39
E,v32,16
F,v32,23
G,v32,30
H,v32,21
I,v32,45
J,v32,65
A,v31,44
B,v31,19
C,v31,36
D,v31,28
E,v31,29
F,v31,20
G,v31,20
H,v31,44
I,v31,40
J,v31,22
A,v30,42
B,v30,32
C,v30,38
D,v30,21
E,v30,12
F,v30,26
G,v30,42
H,v30,48
