group,variable,value
A,v40,31
B,v40,28
C,v40,34
D,v40,27
E,v40,41
F,v40,37
G,v40,35
H,v40,24
I,v40,23
J,v40,28
A,v39,38
B,v39,26
C,v39,39
D,v39,40
E,v39,20
F,v39,23
G,v39,31
H,v39,30
I,v39,35
J,v39,32
A,v38,30
B,v38,77
C,v38,40
D,v38,56
E,v38,76
F,v38,44
G,v38,33
H,v38,26
I,v38,34
J,v38,24
A,v37,26
B,v37,19
C,v37,34
D,v37,29
E,v37,25
F,v37,23
G,v37,28
H,v37,28
I,v37,29
J,v37,40
A,v36,32
B,v36,28
C,v36,22
D,v36,24
E,v36,26
F,v36,47
G,v36,18
H,v36,25
I,v36,39
J,v36,35
A,v35,33
B,v35,38
C,v35,53
D,v35,21
E,v35,39
F,v35,30
G,v35,24
H,v35,28
I,v35,36
J,v35,31
A,v34,27
B,v34,28
C,v34,21
D,v34,31
E,v34,20
F,v34,35
G,v34,35
H,v34,72
I,v34,23
J,v34,21
A,v33,21
B,v33,36
C,v33,41
D,v33,29
E,v33,24
F,v33,42
G,v33,84
H,v33,54
I,v33,24
J,v33,49
A,v32,38
B,v32,28
C,v32,31
D,v32,36
E,v32,24
F,v32,37
G,v32,78
H,v32,37
I,v32,45
J,v32,26
A,v31,51
B,v31,36
C,v31,33
D,v31,27
E,v31,33
F,v31,33
G,v31,53
H,v31,47
I,v31,28
J,v31,56
A,v30,40
B,v30,70
C,v30,50
D,v30,37
E,v30,53
F,v30,42
