group,variable,value
A,v40,40
B,v40,32
C,v40,28
D,v40,16
E,v40,38
F,v40,25
G,v40,22
H,v40,36
I,v40,24
J,v40,18
A,v39,22
B,v39,41
C,v39,35
D,v39,30
E,v39,32
F,v39,29
G,v39,22
H,v39,28
I,v39,68
J,v39,28
A,v38,25
B,v38,35
C,v38,34
D,v38,30
E,v38,40
F,v38,28
G,v38,36
H,v38,28
I,v38,53
J,v38,133
A,v37,28
B,v37,31
C,v37,28
D,v37,33
E,v37,32
F,v37,34
G,v37,38
H,v37,32
I,v37,55
J,v37,31
A,v36,38
B,v36,27
C,v36,20
D,v36,21
E,v36,29
F,v36,42
G,v36,17
H,v36,24
I,v36,27
J,v36,19
A,v35,20
B,v35,31
C,v35,26
D,v35,23
E,v35,38
F,v35,32
G,v35,23
H,v35,19
I,v35,29
J,v35,42
A,v34,30
B,v34,48
C,v34,28
D,v34,31
E,v34,18
F,v34,18
G,v34,23
H,v34,33
I,v34,27
J,v34,26
A,v33,53
B,v33,23
C,v33,33
D,v33,25
E,v33,34
F,v33,30
G,v33,38
H,v33,19
I,v33,16
J,v33,33
A,v32,21
B,v32,30
C,v32,38
D,v32,39
E,v32,40
F,v32,44
G,v32,43
H,v32,31
I,v32,21
J,v32,35
A,v31,43
B,v31,32
C,v31,76
D,v31,28
E,v31,15
F,v31,30
G,v31,35
H,v31,41
I,v31,51
J,v31,24
A,v30,28
B,v30,24
C,v30,33
D,v30,41
E,v30,37
F,v30,37
G,v30,41
H,v30,23
I,v30,29
J,v30,23
A,v29,38
B,v29,42
C,v29,21
D,v29,34
E,v29,40
F,v29,31
G,v29,23
