group,variable,value
A,v40,32
B,v40,36
C,v40,25
D,v40,25
E,v40,27
F,v40,32
G,v40,23
H,v40,23
I,v40,38
J,v40,32
A,v39,36
B,v39,29
C,v39,42
D,v39,24
E,v39,36
F,v39,80
G,v39,41
H,v39,35
I,v39,38
J,v39,33
A,v38,54
B,v38,40
C,v38,27
D,v38,26
E,v38,39
F,v38,32
G,v38,36
H,v38,28
I,v38,20
J,v38,25
A,v37,23
B,v37,22
C,v37,41
D,v37,38
E,v37,26
F,v37,35
G,v37,64
H,v37,42
I,v37,22
J,v37,70
A,v36,33
B,v36,50
C,v36,20
D,v36,33
E,v36,25
F,v36,37
G,v36,36
H,v36,32
I,v36,32
J,v36,51
A,v35,24
B,v35,15
C,v35,26
D,v35,36
E,v35,54
F,v35,24
G,v35,52
H,v35,43
I,v35,39
J,v35,33
A,v34,53
B,v34,74
C,v34,37
D,v34,29
E,v34,29
F,v34,24
G,v34,38
H,v34,26
I,v34,20
J,v34,52
A,v33,53
B,v33,28
C,v33,31
D,v33,32
E,v33,29
F,v33,52
G,v33,26
H,v33,56
I,v33,34
J,v33,33
A,v32,31
B,v32,34
C,v32,48
D,v32,58
E,v32,27
F,v32,34
G,v32,52
H,v32,25
I,v32,33
J,v32,25
A,v31,34
B,v31,22
C,v31,33
D,v31,30
