group,variable,value
A,v40,48
B,v40,24
C,v40,16
D,v40,35
E,v40,26
F,v40,20
G,v40,18
H,v40,32
I,v40,26
J,v40,21
A,v39,23
B,v39,32
C,v39,52
D,v39,28
E,v39,38
F,v39,34
G,v39,46
H,v39,26
I,v39,24
J,v39,36
A,v38,22
B,v38,34
C,v38,38
D,v38,24
E,v38,34
F,v38,24
G,v38,30
H,v38,18
I,v38,68
J,v38,52
A,v37,38
B,v37,24
C,v37,31
D,v37,18
E,v37,26
F,v37,49
G,v37,21
H,v37,28
I,v37,29
J,v37,36
A,v36,20
B,v36,24
C,v36,44
D,v36,60
E,v36,25
F,v36,29
G,v36,22
H,v36,37
I,v36,25
J,v36,42
A,v35,26
B,v35,34
C,v35,29
D,v35,27
E,v35,41
F,v35,49
G,v35,23
H,v35,35
I,v35,47
J,v35,28
A,v34,39
B,v34,27
C,v34,39
D,v34,41
E,v34,40
F,v34,32
G,v34,17
H,v34,35
I,v34,39
J,v34,30
A,v33,25
B,v33,24
C,v33,34
D,v33,66
E,v33,48
F,v33,33
G,v33,42
H,v33,57
I,v33,37
J,v33,39
A,v32,56
B,v32,34
C,v32,43
D,v32,56
E,v32,34
F,v32,31
G,v32,44
H,v32,39
I,v32,24
J,v32,24
A,v31,44
B,v31,26
C,v31,46
D,v31,19
E,v31,26
F,v31,38
G,v31,29
H,v31,41
I,v31,42
J,v31,28
A,v30,22
B,v30,27
C,v30,48
D,v30,17
E,v30,29
F,v30,32
G,v30,40
H,v30,23
I,v30,50
J,v30,33
A,v29,42
B,v29,35
C,v29,25
D,v29,20
E,v29,30
F,v29,24
G,v29,38
H,v29,25
I,v29,33
J,v29,19
A,v28,25
