group,variable,value
A,v40,58
B,v40,26
C,v40,24
D,v40,35
E,v40,30
F,v40,22
G,v40,30
H,v40,32
I,v40,26
J,v40,34
A,v39,27
B,v39,28
C,v39,25
D,v39,23
E,v39,26
F,v39,28
G,v39,54
H,v39,18
I,v39,74
J,v39,79
A,v38,23
B,v38,39
C,v38,22
D,v38,25
E,v38,39
F,v38,39
G,v38,41
H,v38,27
I,v38,30
J,v38,29
A,v37,34
B,v37,45
C,v37,29
D,v37,24
E,v37,48
F,v37,16
G,v37,33
H,v37,21
I,v37,45
J,v37,17
A,v36,30
B,v36,21
C,v36,32
D,v36,54
E,v36,34
F,v36,38
G,v36,28
H,v36,34
I,v36,48
J,v36,23
A,v35,17
B,v35,28
C,v35,29
D,v35,35
E,v35,82
F,v35,22
G,v35,54
H,v35,46
I,v35,25
J,v35,41
A,v34,25
B,v34,28
C,v34,47
D,v34,24
E,v34,79
F,v34,43
G,v34,26
H,v34,30
I,v34,26
J,v34,19
A,v33,39
B,v33,30
C,v33,36
D,v33,44
E,v33,43
F,v33,19
G,v33,34
H,v33,24
I,v33,33
J,v33,35
A,v32,32
B,v32,22
C,v32,32
D,v32,33
E,v32,39
F,v32,56
G,v32,20
H,v32,21
I,v32,32
J,v32,35
A,v31,31
B,v31,62
C,v31,27
D,v31,22
E,v31,36
F,v31,32
G,v31,27
H,v31,31
I,v31,30
J,v31,33
A,v30,38
B,v30,26
C,v30,30
D,v30,20
E,v30,33
F,v30,40
G,v30,24
H,v30,21
I,v30,42
J,v30,28
A,v29,32
B,v29,34
C,v29,27
D,v29,29
E,v29,35
F,v29,32
G,v29,30
H,v29,19
I,v29,49
J,v29,38
A,v28,18
B,v28,38
C,v28,20
D,v28,49
E,v28,34
F,v28,29
G,v28,28
H,v28,38
