group,variable,value
A,v40,34
B,v40,24
C,v40,24
D,v40,43
E,v40,36
F,v40,35
G,v40,29
H,v40,20
I,v40,39
J,v40,36
A,v39,27
B,v39,41
C,v39,16
D,v39,35
E,v39,20
F,v39,37
G,v39,44
H,v39,28
I,v39,30
J,v39,32
A,v38,32
B,v38,36
C,v38,31
D,v38,32
E,v38,21
F,v38,27
G,v38,24
H,v38,24
I,v38,32
J,v38,39
A,v37,32
B,v37,21
C,v37,28
D,v37,41
E,v37,28
F,v37,51
G,v37,40
H,v37,34
I,v37,57
J,v37,39
A,v36,17
B,v36,24
C,v36,34
D,v36,47
E,v36,28
F,v36,66
G,v36,21
H,v36,27
I,v36,23
J,v36,34
A,v35,31
B,v35,42
C,v35,28
D,v35,46
E,v35,31
F,v35,26
G,v35,43
H,v35,26
I,v35,41
J,v35,29
A,v34,44
B,v34,23
C,v34,51
D,v34,36
E,v34,36
F,v34,38
G,v34,36
H,v34,34
I,v34,52
J,v34,27
A,v33,22
B,v33,37
C,v33,28
D,v33,28
E,v33,28
F,v33,22
G,v33,42
H,v33,25
I,v33,34
J,v33,48
A,v32,24
B,v32,22
C,v32,36
D,v32,56
E,v32,33
F,v32,32
G,v32,39
H,v32,32
I,v32,27
J,v32,38
A,v31,38
B,v31,25
C,v31,38
D,v31,44
E,v31,33
F,v31,40
G,v31,40
H,v31,38
I,v31,25
J,v31,36
A,v30,26
B,v30,26
C,v30,56
D,v30,47
E,v30,20
F,v30,35
G,v30,60
H,v30,19
I,v30,28
J,v30,34
A,v29,32
B,v29,53
C,v29,25
D,v29,29
E,v29,26
F,v29,35
G,v29,40
H,v29,34
I,v29,27
J,v29,26
A,v28,35
B,v28,26
C,v28,30
D,v28,71
E,v28,45
F,v28,25
G,v28,23
H,v28,25
I,v28,42
J,v28,32
A,v27,19
B,v27,22
C,v27,27
D,v27,38
E,v27,26
F,v27,28
G,v27,28
H,v27,41
I,v27,26
J,v27,34
A,v26,35
