group,variable,value
A,v40,32
B,v40,24
C,v40,29
D,v40,76
E,v40,31
F,v40,42
G,v40,37
H,v40,72
I,v40,40
J,v40,76
A,v39,24
B,v39,42
C,v39,153
D,v39,64
E,v39,31
F,v39,36
G,v39,26
H,v39,72
I,v39,50
J,v39,27
A,v38,80
B,v38,44
C,v38,27
D,v38,51
E,v38,25
F,v38,33
G,v38,48
H,v38,27
I,v38,28
J,v38,38
A,v37,33
B,v37,26
C,v37,36
D,v37,18
E,v37,75
F,v37,33
G,v37,36
H,v37,45
I,v37,56
J,v37,25
A,v36,29
B,v36,52
C,v36,14
D,v36,27
E,v36,27
F,v36,50
G,v36,36
H,v36,50
I,v36,68
J,v36,24
A,v35,27
B,v35,76
C,v35,46
D,v35,32
E,v35,24
F,v35,47
G,v35,22
H,v35,17
I,v35,38
J,v35,20
A,v34,36
B,v34,58
C,v34,48
D,v34,19
E,v34,23
F,v34,39
G,v34,36
H,v34,24
I,v34,32
J,v34,48
A,v33,31
B,v33,31
C,v33,42
D,v33,34
E,v33,31
F,v33,34
G,v33,78
H,v33,39
I,v33,22
J,v33,34
A,v32,32
B,v32,26
C,v32,29
D,v32,25
E,v32,32
F,v32,42
G,v32,29
H,v32,37
I,v32,22
J,v32,27
A,v31,38
B,v31,28
C,v31,26
D,v31,82
E,v31,26
F,v31,28
G,v31,35
H,v31,51
I,v31,38
J,v31,23
A,v30,23
B,v30,40
C,v30,21
D,v30,24
E,v30,33
F,v30,26
G,v30,33
H,v30,24
I,v30,41
J,v30,34
A,v29,23
B,v29,18
C,v29,18
D,v29,23
E,v29,29
F,v29,19
G,v29,85
